vendor,rule_id,rule_name,seq,enabled,action,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,ip_version,app_id,user_id,anomaly_status,anomaly_count,anomaly_types,related_rule_ids,related_rule_names,related_seqs,related_roles,explanations,overlap_details,risk_scores
ipimen,11,Allow Clients connect to cloud services,11,False,deny,LAN,VPN,LAN,VPN,fd82:7b21:c59a:1::/64,False,any,False,fd82:7b21:c59a:23::/64,False,443,False,tcp,HTTPS,6,Proxy,any,clean,0,,,,,,,,
ipimen,12,VPN users to ERP system,12,True,allow,WAN,MGMT,WAN,MGMT,any,False,any,False,192.168.100.112/28,False,8443,False,tcp,HTTPS-ALT,4,any,any,affected,2,generalization | conflict,314 | 473,Finance team to NTP Server | Allow IoT devices to MGMT,314 | 473,special | earlier,"Rule 314 (seq 314) is more general than rule 12 (seq 12) and makes it functionally redundant with the same action 'allow'; however, rule 12 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 314; do NOT remove the specific rule 12. | Rules 12 (seq 12, 'allow') and 473 (seq 473, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=any; dst_ip=192.168.100.112/28; src_port=any; dst_port=8443; protocol=tcp | src_ip=any; dst_ip=192.168.100.115/32; src_port=any; dst_port=8443; protocol=tcp,0.1594 | 0.3470
ipimen,13,Publish DMZ in Ineternet,13,True,deny,MGMT,DMZ,MGMT,DMZ,"192.168.100.128/25,any",True,any,False,172.16.10.128/32,True,any,False,icmp,ICMP-PING,4,any,"backup.user,network.admin,user1",clean,0,,,,,,,,
ipimen,14,Admin team access to LAN,14,True,allow,MGMT,LAN,MGMT,LAN,any,False,any,False,"192.168.128.0/18,fd82:7b21:c59a:1:4de1:a123:37ed:aec4/32",True,8080,False,tcp,HTTP-ALT,both,any,any,clean,0,,,,,,,,
ipimen,15,Restrict DMZ access to VPN,15,True,deny,DMZ,VPN,DMZ,VPN,172.16.10.38/32,False,any,False,any,False,587,False,tcp,SMTP-TLS,4,any,any,clean,0,,,,,,,,
ipimen,16,LAN reach MGMT,16,True,allow,VPN,MGMT,VPN,MGMT,any,False,any,False,192.168.100.207/32,False,445,False,tcp,SMB,4,any,any,clean,0,,,,,,,,
ipimen,17,IoT devices access to internal network,17,True,allow,MGMT,WAN,MGMT,WAN,any,False,any,False,157.150.155.75/32,False,1024-65535,False,TCP/UDP,HIGH-PORTS,4,any,"backup.user,network.admin,user1",affected,1,conflict,193,Allow any connect to Portal,193,earlier,"Rules 17 (seq 17, 'allow') and 193 (seq 193, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=108.92.102.199/32; dst_ip=157.150.155.75/32; src_port=any; dst_port=1024-6378,6380-65535; protocol=tcp",0.0970
ipimen,18,MGMT outbound to DMZ,18,True,allow,MGMT,DMZ,MGMT,DMZ,192.168.100.48/28,False,any,False,any,False,587,False,tcp,SMTP-TLS,4,Video/Audio,any,clean,0,,,,,,,,
ipimen,19,Admin team inbound from Portal,19,True,allow,DMZ,WAN,DMZ,WAN,"172.16.10.57/32,any",False,any,False,"any,160.226.32.45/32",False,22,False,tcp,SSH,4,any,backup.user,affected,2,conflict | generalization,193 | 252,Allow any connect to Portal | Allow Backup agents to any,193 | 252,earlier | specific,"Rules 19 (seq 19, 'allow') and 193 (seq 193, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rule 252 (seq 252) is a near-universal permit-all rule that makes rule 19 (seq 19) functionally redundant; however, rule 19 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 252; do NOT remove rule 19.",src_ip=108.92.102.199/32; dst_ip=any; src_port=any; dst_port=22; protocol=tcp | src_ip=any; dst_ip=any; src_port=any; dst_port=22; protocol=tcp,0.0970 | 0.1576
ipimen,20,Inspect Web servers traffic to Mail Server,20,True,allow,LAN,WAN,LAN,WAN,"192.168.187.207/32,any",False,any,False,5.75.62.11/32,False,993,False,tcp,IMAP-SSL,4,any,"john.doe,manager,noc.operator",affected,1,conflict,193,Allow any connect to Portal,193,earlier,"Rules 20 (seq 20, 'allow') and 193 (seq 193, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=108.92.102.199/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp,0.0970
ipimen,21,Internal users to Internet,21,True,allow,VPN,LAN,VPN,LAN,192.168.23.80/28,False,any,False,"any,192.168.117.249/32",False,389,False,tcp,LDAP,4,any,any,affected,1,conflict,73,Guest network to all servers except DB Server,73,earlier,"Rules 21 (seq 21, 'allow') and 73 (seq 73, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=192.168.23.80/28; dst_ip=133.64.189.19/32; src_port=any; dst_port=389; protocol=tcp,0.2282
ipimen,22,IoT devices to LAN,22,True,allow,DMZ,LAN,DMZ,LAN,"172.16.10.240/28,172.16.10.128/25",False,any,False,"192.168.48.0/20,192.168.174.0/23",False,443,False,tcp,HTTPS,4,Proxy,any,clean,0,,,,,,,,
ipimen,23,Guest network outbound to VPN,23,True,deny,MGMT,VPN,MGMT,VPN,192.168.100.160/28,False,any,False,192.168.23.169-192.168.23.175,False,1521,False,tcp,Oracle,4,any,any,clean,0,,,,,,,,
ipimen,24,MGMT outbound to any,24,False,allow,MGMT,any,MGMT,any,"192.168.100.208/28,192.168.100.146-192.168.100.150",False,any,False,188.25.236.108/32,False,any,False,icmp,ICMP-PING,4,any,any,clean,0,,,,,,,,
ipimen,25,WAN reach PLC network,25,True,allow,WAN,DMZ,WAN,DMZ,any,False,any,False,172.16.10.184/32,False,389,False,tcp,LDAP,4,P2P,any,clean,0,,,,,,,,
ipimen,26,LAN to printer network except Production servers,26,True,allow,LAN,DMZ,LAN,DMZ,"192.168.23.218-192.168.23.222,192.168.250.44/32,any",False,any,False,172.16.10.80/28,False,any,False,ip,IPSec-ESP,4,P2P,user3,clean,0,,,,,,,,
ipimen,27,DMZ outbound to MGMT,27,False,allow,DMZ,MGMT,DMZ,MGMT,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,False,tcp,WEB,4,Game,any,clean,0,,,,,,,,
ipimen,28,Inspect anyy traffic to MGMT,28,True,allow,any,MGMT,any,MGMT,any,False,any,False,192.168.100.190/32,False,53,False,TCP/UDP,DNS,4,any,ops.engineer,clean,0,,,,,,,,
ipimen,29,Publish VPN Gateway in Internet,29,False,deny,MGMT,any,MGMT,any,"fd82:7b21:c59a:99::/64,any",True,any,False,any,False,445,False,tcp,SMB,6,Proxy,sysadmin,clean,0,,,,,,,,
ipimen,30,LAN to Firewall except HR system,30,False,allow,LAN,any,LAN,any,"192.168.192.0/20,any",False,any,False,"217.214.230.242/32,105.116.131.30/32",False,3389,False,tcp,RDP,4,P2P,web.admin,clean,0,,,,,,,,
ipimen,31,Publish any for WAN,31,True,allow,MGMT,any,MGMT,any,"192.168.100.171/32,any",False,any,False,134.236.149.26/32,False,27017,False,tcp,MongoDB,4,Proxy,jane.doe,clean,0,,,,,,,,
ipimen,32,Allow any to Backup server,32,True,allow,any,WAN,any,WAN,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,False,tcp,SMTP,4,any,any,clean,0,,,,,,,,
ipimen,33,Mail server outbound to SAP servers,33,True,deny,LAN,WAN,LAN,WAN,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,False,icmp,ICMP-PING,4,any,any,affected,1,conflict,378,Publish WAN for LAN,378,earlier,"Rules 33 (seq 33, 'deny') and 378 (seq 378, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=192.168.138.0/23; dst_ip=147.126.75.155/32; src_port=any; dst_port=any; protocol=icmp,0.1686
ipimen,34,WAN connection to NTP Server,34,False,allow,WAN,DMZ,WAN,DMZ,any,False,any,False,"any,172.16.10.192/32",False,any,False,ip,IPSec-ESP,4,any,any,clean,0,,,,,,,,
ipimen,35,Block any except to Monitoring,35,True,allow,any,LAN,any,LAN,any,False,any,False,192.168.149.170/32,False,179,False,tcp,BGP,4,Video/Audio,any,clean,0,,,,,,,,
ipimen,36,Publish Company network in Internet,36,True,allow,any,WAN,any,WAN,any,False,any,False,any,False,1812-1813,False,udp,RADIUS,4,Video/Audio,any,affected,2,conflict | conflict,73 | 372,Guest network to all servers except DB Server | DMZ inbound from PLC network,73 | 372,earlier | earlier,"Rules 36 (seq 36, 'allow') and 73 (seq 73, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 36 (seq 36, 'allow') and 372 (seq 372, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=192.168.23.0/25,192.168.23.240/28; dst_ip=133.64.189.19/32; src_port=any; dst_port=1812-1813; protocol=udp | src_ip=any; dst_ip=59.101.255.251/32; src_port=any; dst_port=1812-1813; protocol=udp",0.2282 | 0.1670
ipimen,37,Drop Backup agents to Internet,37,False,allow,DMZ,any,DMZ,any,any,False,any,False,any,False,5900,False,tcp,VNC,4,any,"it.admin,backup.user,test.user",clean,0,,,,,,,,
ipimen,38,MGMT conection to WAN,38,True,allow,MGMT,WAN,MGMT,WAN,"192.168.100.60/32,any",False,any,False,33.204.175.210/32,False,22,False,tcp,SSH,4,Video/Audio,"admin,backup.user,network.admin",clean,0,,,,,,,,
ipimen,39,Internal users connection to NTP Server,39,True,allow,VPN,MGMT,VPN,MGMT,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,False,TCP/UDP,SIP,4,P2P,any,affected,1,conflict,250,any to MGMT,250,earlier,"Rules 39 (seq 39, 'allow') and 250 (seq 250, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=192.168.23.199/32; dst_ip=192.168.100.186/31,192.168.100.188/30,192.168.100.192/29,192.168.100.200/30,192.168.100.204/32,192.168.100.240/28; src_port=any; dst_port=5060; protocol=tcp,udp",0.3523
ipimen,40,Backup agents to PLC network except DB Server,40,True,allow,MGMT,any,MGMT,any,any,False,any,False,"any,127.221.63.197/32",False,22,False,tcp,SSH,4,Proxy,any,affected,1,conflict,240,Drop Backup agents to Monitoring,240,earlier,"Rules 40 (seq 40, 'allow') and 240 (seq 240, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=70.52.158.128/32; dst_ip=192.168.23.48/28; src_port=any; dst_port=22; protocol=tcp,0.2255
ipimen,41,Allow Finance team connect to MGMT,41,False,allow,VPN,MGMT,VPN,MGMT,"any,192.168.23.144/28",False,any,False,192.168.100.224/27,False,any,False,any,any,4,any,any,clean,0,,,,,,,,
ipimen,42,VPN inbound from ERP system,42,True,allow,VPN,any,VPN,any,"192.168.23.222/32,192.168.23.124/32,any",False,any,False,any,False,80,True,tcp,HTTP,4,any,jane.doe,affected,16,conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict | conflict,6 | 73 | 76 | 86 | 134 | 162 | 193 | 240 | 329 | 332 | 398 | 417 | 450 | 455 | 465 | 476,VPN to Firewall | Guest network to all servers except DB Server | Publish WAN for Monitoring system | any  outbound to DMZ | Remote users to VPN | LAN access to MGMT | Allow any connect to Portal | Drop Backup agents to Monitoring | Clients to VPN except Active Directory | Deny VPN users from printer network | LAN to WAN | Inspect Partners traffic to SAP servers | Drop WAN to Dev environment | Monitoring system access to Actve Directory | VPN to Firewall except Production servers | VPN outbound to VPN Gateway,6 | 73 | 76 | 86 | 134 | 162 | 193 | 240 | 329 | 332 | 398 | 417 | 450 | 455 | 465 | 476,later | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier | earlier,"Rules 6 (seq 6, 'deny') and 42 (seq 42, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 73 (seq 73, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 76 (seq 76, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 86 (seq 86, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 134 (seq 134, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 162 (seq 162, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 193 (seq 193, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 240 (seq 240, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 329 (seq 329, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 332 (seq 332, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 398 (seq 398, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 417 (seq 417, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 450 (seq 450, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 455 (seq 455, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 465 (seq 465, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 42 (seq 42, 'allow') and 476 (seq 476, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=192.168.23.176/28; dst_ip=172.16.10.116/32; src_port=any; dst_port=6379; protocol=tcp | src_ip=192.168.23.0/25,192.168.23.240/28; dst_ip=133.64.189.19/32; src_port=any; dst_port=0-52,54-79,81-65535; protocol=tcp | src_ip=any; dst_ip=any; src_port=any; dst_port=53; protocol=tcp | src_ip=151.74.120.24/32,184.228.174.50/32; dst_ip=172.16.10.128/26; src_port=any; dst_port=8080; protocol=tcp | src_ip=any; dst_ip=any; src_port=any; dst_port=88; protocol=tcp | src_ip=192.168.23.128/25; dst_ip=192.168.100.153/32; src_port=any; dst_port=443; protocol=tcp | src_ip=108.92.102.199/32; dst_ip=any; src_port=any; dst_port=0-79,81-6378,6380-65535; protocol=tcp | src_ip=70.52.158.128/32; dst_ip=192.168.23.48/28; src_port=any; dst_port=0-20,22-79,81-65535; protocol=tcp | src_ip=any; dst_ip=192.168.23.30/32; src_port=any; dst_port=995; protocol=tcp | src_ip=any; dst_ip=192.168.62.206/32,192.168.128.97/32; src_port=any; dst_port=1433; protocol=tcp | src_ip=192.168.23.32/27; dst_ip=any; src_port=any; dst_port=0-79,81-8079,8081-65535; protocol=tcp | src_ip=192.168.23.80/28; dst_ip=any; src_port=any; dst_port=25; protocol=tcp | src_ip=any; dst_ip=192.168.68.244/32; src_port=any; dst_port=8000-8999; protocol=tcp | src_ip=0.0.0.0/2,64.0.0.0/3,96.0.0.0/4,112.0.0.0/5,120.0.0.0/6,124.0.0.0/8,125.0.0.0/9,125.128.0.0/10,125.192.0.0/12,125.208.0.0/13,125.216.0.0/14,125.220.0.0/16,125.221.0.0/17,125.221.128.0/18,125.221.192.0/20,125.221.208.0/22,125.221.212.0/23,125.221.214.0/24,125.221.215.0/25,125.221.215.128/26,125.221.215.192/27,125.221.215.224/31,125.221.215.226/32,125.221.215.228/30,125.221.215.232/29,125.221.215.240/28,125.221.216.0/21,125.221.224.0/19,125.222.0.0/15,125.224.0.0/11,126.0.0.0/7,128.0.0.0/1; dst_ip=192.168.100.0/26; src_port=any; dst_port=443; protocol=tcp | src_ip=192.168.23.192/28; dst_ip=65.253.16.120/32; src_port=any; dst_port=22; protocol=tcp | src_ip=192.168.23.51/32,192.168.23.52/30; dst_ip=205.30.125.7/32; src_port=any; dst_port=3389; protocol=tcp",0.2757 | 0.2282 | 0.3185 | 0.2782 | 0.3247 | 0.2782 | 0.0970 | 0.2255 | 0.2911 | 0.2920 | 0.1515 | 0.1695 | 0.3461 | 0.3762 | 0.1005 | 0.0990
ipimen,43,Publish DMZ for MGMT,43,True,deny,MGMT,DMZ,MGMT,DMZ,"192.168.100.128/26,any",False,any,False,172.16.10.220/32,False,389,False,tcp,LDAP,4,any,support.user,clean,0,,,,,,,,
ipimen,44,Mail server outbound to WAN,44,True,allow,LAN,WAN,LAN,WAN,192.168.230.101/32,False,any,False,any,False,5432,False,tcp,PostgreSQL,4,any,any,clean,0,,,,,,,,
ipimen,45,VPN connection to WAN,45,True,deny,VPN,WAN,VPN,WAN,"192.168.23.224/28,any",False,any,False,193.205.52.79/32,False,69,False,udp,TFTP,4,any,admin,clean,0,,,,,,,,
ipimen,46,Drop Management to LAN,46,True,allow,DMZ,LAN,DMZ,LAN,"172.16.10.125/32,any",False,any,False,192.168.52.0/22,False,21,False,tcp,FTP,4,Business,db.admin,clean,0,,,,,,,,
ipimen,47,any inbound from LAN,47,True,allow,any,LAN,any,LAN,any,False,any,False,fd82:7b21:c59a:1:665f:6272:6281:adbd/32,False,23,False,tcp,Telnet,6,any,any,clean,0,,,,,,,,
ipimen,48,Inspect Mail server traffic to any,48,True,allow,WAN,any,WAN,any,22.150.177.87/32,False,any,False,93.104.70.10/32,False,636,False,tcp,LDAPS,4,any,any,clean,0,,,,,,,,
ipimen,49,WAN to LAN,49,True,allow,WAN,LAN,WAN,LAN,any,False,any,False,192.168.67.150/32,False,389,False,tcp,LDAP,4,Business,"admin,backup.user,web.admin",clean,0,,,,,,,,
ipimen,50,WAN access to NTP Server,50,True,allow,WAN,any,WAN,any,64.252.157.10/32,False,any,False,19.108.97.247/32,True,27017,False,tcp,MongoDB,4,any,any,affected,1,generalization,314,Finance team to NTP Server,314,special,"Rule 314 (seq 314) is more general than rule 50 (seq 50) and makes it functionally redundant with the same action 'allow'; however, rule 50 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 314; do NOT remove the specific rule 50.","src_ip=64.252.157.10/32; dst_ip=0.0.0.0/4,16.0.0.0/7,18.0.0.0/8,19.0.0.0/10,19.64.0.0/11,19.96.0.0/13,19.104.0.0/14,19.108.0.0/18,19.108.64.0/19,19.108.96.0/24,19.108.97.0/25,19.108.97.128/26,19.108.97.192/27,19.108.97.224/28,19.108.97.240/30,19.108.97.244/31,19.108.97.246/32,19.108.97.248/29,19.108.98.0/23,19.108.100.0/22,19.108.104.0/21,19.108.112.0/20,19.108.128.0/17,19.109.0.0/16,19.110.0.0/15,19.112.0.0/12,19.128.0.0/9,20.0.0.0/6,24.0.0.0/5,32.0.0.0/3,64.0.0.0/2,128.0.0.0/1; src_port=any; dst_port=27017; protocol=tcp",0.1583
ipimen,51,Block VPN to CCTV system,51,True,allow,VPN,WAN,VPN,WAN,"192.168.23.16/28,any",False,any,False,176.212.203.227/32,False,1024-65535,False,TCP/UDP,HIGH-PORTS,4,Business,"tco,sysadmin,john.doe",clean,0,,,,,,,,
ipimen,52,Dev team inbound from Management network,52,True,allow,WAN,any,WAN,any,any,False,any,False,85.26.57.126/32,False,389,False,tcp,LDAP,4,Business,any,clean,0,,,,,,,,
ipimen,53,Inspect WAN traffic to any,53,True,allow,WAN,any,WAN,any,any,False,any,False,"155.190.139.254/32,187.197.204.33/32",False,389,False,tcp,LDAP,4,any,john.doe,affected,1,conflict,193,Allow any connect to Portal,193,earlier,"Rules 53 (seq 53, 'allow') and 193 (seq 193, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=108.92.102.199/32; dst_ip=155.190.139.254/32,187.197.204.33/32; src_port=any; dst_port=389; protocol=tcp",0.0970
ipimen,54,external partners access from Monitoring system,54,True,allow,MGMT,WAN,MGMT,WAN,"192.168.100.176/28,192.168.100.35-192.168.100.39",False,any,False,any,False,69,False,udp,TFTP,4,Business,any,clean,0,,,,,,,,
ipimen,55,Permit LAN to Mail Server,55,False,deny,LAN,any,LAN,any,192.168.84.0/24,False,any,False,183.73.15.162/32,False,443,False,tcp,HTTPS,4,Video/Audio,any,clean,0,,,,,,,,
ipimen,56,Permit any to LAN,56,True,allow,any,LAN,any,LAN,16.250.250.36/32,False,any,False,192.168.0.0/18,False,1024-65535,False,TCP/UDP,HIGH-PORTS,4,any,any,affected,2,conflict | conflict,441 | 487,WAN outbound to Web Server | LAN access from LAN,441 | 487,earlier | earlier,"Rules 56 (seq 56, 'allow') and 441 (seq 441, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 56 (seq 56, 'allow') and 487 (seq 487, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=16.250.250.36/32; dst_ip=192.168.0.0/18; src_port=any; dst_port=8000-8999; protocol=tcp | src_ip=16.250.250.36/32; dst_ip=192.168.51.213/32; src_port=any; dst_port=8000-8999; protocol=tcp,0.3347 | 0.3518
ipimen,57,DMZ access from WAN,57,True,deny,WAN,DMZ,WAN,DMZ,any,False,any,False,any,False,5900,False,tcp,VNC,4,P2P,web.admin,affected,1,conflict,318,Admin team to any,318,earlier,"Rules 57 (seq 57, 'deny') and 318 (seq 318, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=128.128.71.152/32,148.164.223.102/32; dst_ip=any; src_port=any; dst_port=5900; protocol=tcp",0.4025
