vendor,rule_id,rule_name,seq,enabled,action,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,ip_version,app_id,user_id,anomaly_status,anomaly_count,anomaly_types,related_rule_ids,related_rule_names,related_seqs,related_roles,explanations,overlap_details,risk_scores
opnsense,38ad12f4-78a5-4e82-9a54-5b62407c9e65,Allow Clients connect to cloud services,11,False,deny,lan,N/A,lan,N/A,fd82:7b21:c59a:1::/64,False,any,False,fd82:7b21:c59a:23::/64,False,443,N/A,tcp,HTTPS,6,N/A,N/A,clean,0,,,,,,,,
opnsense,5302d1bf-2f2a-4c60-9d11-fd89d9b60f71,VPN users to ERP system,12,True,allow,wan,N/A,wan,N/A,any,False,any,False,192.168.100.112/28,False,8443,N/A,tcp,HTTPS_ALT,4,N/A,N/A,affected,1,generalization,674f2bc3-3a43-47ae-b8bf-0148237dd7c2,Block Dev team to WAN,170,special,"Rule 674f2bc3-3a43-47ae-b8bf-0148237dd7c2 (seq 170) is more general than rule 5302d1bf-2f2a-4c60-9d11-fd89d9b60f71 (seq 12) and makes it functionally redundant with the same action 'allow'; however, rule 5302d1bf-2f2a-4c60-9d11-fd89d9b60f71 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 674f2bc3-3a43-47ae-b8bf-0148237dd7c2; do NOT remove the specific rule 5302d1bf-2f2a-4c60-9d11-fd89d9b60f71.",src_ip=any; dst_ip=192.168.100.112/28; src_port=any; dst_port=8443; protocol=tcp,0.1188
opnsense,107a022f-b87e-49ec-8e7f-19b07cc308ba,Publish DMZ in Ineternet,13,True,deny,mgmt,N/A,mgmt,N/A,192.168.100.128/25,True,any,False,172.16.10.128/32,True,any,N/A,icmp,ICMP-PING,4,N/A,N/A,affected,4,generalization | conflict | conflict | shadowing,fe43c9fc-dce4-47fe-bcbb-45744e308d09 | 11159f69-e699-4c2c-890b-c4d8a573f5ee | 58ed45c8-ae6e-40e9-b5eb-641b95a58291 | 7c8dc2fd-892c-4f98-8c4e-5dfba1015582,Restrict WAN access to SAP servers | Block Branch office to Test network | MGMT reach Company network | Inspect MGMT traffic to Company network,219 | 356 | 485 | 486,special | earlier | earlier | shadowing,"Rule fe43c9fc-dce4-47fe-bcbb-45744e308d09 (seq 219) is more general than rule 107a022f-b87e-49ec-8e7f-19b07cc308ba (seq 13) and makes it functionally redundant with the same action 'deny'; however, rule 107a022f-b87e-49ec-8e7f-19b07cc308ba encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule fe43c9fc-dce4-47fe-bcbb-45744e308d09; do NOT remove the specific rule 107a022f-b87e-49ec-8e7f-19b07cc308ba. | Rules 107a022f-b87e-49ec-8e7f-19b07cc308ba (seq 13, 'deny') and 11159f69-e699-4c2c-890b-c4d8a573f5ee (seq 356, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 107a022f-b87e-49ec-8e7f-19b07cc308ba (seq 13, 'deny') and 58ed45c8-ae6e-40e9-b5eb-641b95a58291 (seq 485, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rule 7c8dc2fd-892c-4f98-8c4e-5dfba1015582 (seq 486, action 'allow') is shadowed by earlier rule 107a022f-b87e-49ec-8e7f-19b07cc308ba (seq 13, action 'deny'): every flow it matches is already decided by the earlier rule, so it never executes.","src_ip=0.0.0.0/1,128.0.0.0/2,192.0.0.0/9,192.128.0.0/11,192.160.0.0/13,192.168.0.0/18,192.168.64.0/19,192.168.96.0/22,192.168.100.0/25,192.168.101.0/24,192.168.102.0/23,192.168.104.0/21,192.168.112.0/20,192.168.128.0/17,192.169.0.0/16,192.170.0.0/15,192.172.0.0/14,192.176.0.0/12,192.192.0.0/10,193.0.0.0/8,194.0.0.0/7,196.0.0.0/6,200.0.0.0/5,208.0.0.0/4,224.0.0.0/3; dst_ip=0.0.0.0/1,128.0.0.0/3,160.0.0.0/5,168.0.0.0/6,172.0.0.0/12,172.16.0.0/21,172.16.8.0/23,172.16.10.0/25,172.16.10.129/32,172.16.10.130/31,172.16.10.132/30,172.16.10.136/29,172.16.10.144/28,172.16.10.160/27,172.16.10.192/26,172.16.11.0/24,172.16.12.0/22,172.16.16.0/20,172.16.32.0/19,172.16.64.0/18,172.16.128.0/17,172.17.0.0/16,172.18.0.0/15,172.20.0.0/14,172.24.0.0/13,172.32.0.0/11,172.64.0.0/10,172.128.0.0/9,173.0.0.0/8,174.0.0.0/7,176.0.0.0/4,192.0.0.0/2; src_port=any; dst_port=any; protocol=icmp | src_ip=0.0.0.0/1,128.0.0.0/2,192.0.0.0/9,192.128.0.0/11,192.160.0.0/13,192.168.0.0/18,192.168.64.0/19,192.168.96.0/22,192.168.100.0/25,192.168.101.0/24,192.168.102.0/23,192.168.104.0/21,192.168.112.0/20,192.168.128.0/17,192.169.0.0/16,192.170.0.0/15,192.172.0.0/14,192.176.0.0/12,192.192.0.0/10,193.0.0.0/8,194.0.0.0/7,196.0.0.0/6,200.0.0.0/5,208.0.0.0/4,224.0.0.0/3; dst_ip=192.168.100.128/25; src_port=any; dst_port=any; protocol=icmp | src_ip=192.168.100.102/32; dst_ip=0.0.0.0/1,128.0.0.0/3,160.0.0.0/5,168.0.0.0/6,172.0.0.0/12,172.16.0.0/21,172.16.8.0/23,172.16.10.0/25,172.16.10.129/32,172.16.10.130/31,172.16.10.132/30,172.16.10.136/29,172.16.10.144/28,172.16.10.160/27,172.16.10.192/26,172.16.11.0/24,172.16.12.0/22,172.16.16.0/20,172.16.32.0/19,172.16.64.0/18,172.16.128.0/17,172.17.0.0/16,172.18.0.0/15,172.20.0.0/14,172.24.0.0/13,172.32.0.0/11,172.64.0.0/10,172.128.0.0/9,173.0.0.0/8,174.0.0.0/7,176.0.0.0/4,192.0.0.0/2; src_port=any; dst_port=any; protocol=icmp | src_ip=192.168.100.122/32; dst_ip=204.146.167.191/32; src_port=any; dst_port=any; protocol=icmp",0.1104 | 0.1850 | 0.1791 | 0.0597
opnsense,e1e43b4e-a1cd-4821-980f-6788e5ab8e9e,Admin team access to LAN,14,True,allow,mgmt,N/A,mgmt,N/A,any,False,62704,False,"192.168.128.0/18,fd82:7b21:c59a:1:4de1:a123:37ed:aec4/128",True,8080,N/A,tcp,HTTP_ALT,both,N/A,N/A,clean,0,,,,,,,,
opnsense,e9d9bd97-a1ba-419f-81df-ba04604de760,Restrict DMZ access to VPN,15,True,deny,dmz,N/A,dmz,N/A,172.16.10.38/32,False,any,False,any,False,587,N/A,tcp,SMTP_TLS,4,N/A,N/A,clean,0,,,,,,,,
opnsense,c27e135b-6383-44d0-805f-916b13fb4d39,LAN reach MGMT,16,True,allow,vpn,N/A,vpn,N/A,any,False,any,False,192.168.100.207/32,False,445,N/A,tcp,SMB,4,N/A,N/A,affected,1,generalization,57a5e2e1-77df-4601-b3ab-4dab5d2fe924,Drop VPN to MMGMT,185,specific,"Rule 57a5e2e1-77df-4601-b3ab-4dab5d2fe924 (seq 185) is a near-universal permit-all rule that makes rule c27e135b-6383-44d0-805f-916b13fb4d39 (seq 16) functionally redundant; however, rule c27e135b-6383-44d0-805f-916b13fb4d39 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 57a5e2e1-77df-4601-b3ab-4dab5d2fe924; do NOT remove rule c27e135b-6383-44d0-805f-916b13fb4d39.",src_ip=any; dst_ip=192.168.100.207/32; src_port=any; dst_port=445; protocol=tcp,0.1385
opnsense,0e72997a-4daf-4db5-a5c0-bf3c4cc39d23,IoT devices access to internal network,17,True,allow,mgmt,N/A,mgmt,N/A,any,False,any,False,157.150.155.75/32,False,1024-65535,N/A,tcp,HIGH_PORTS,4,N/A,N/A,clean,0,,,,,,,,
opnsense,14ff370b-f32d-431f-a293-5cb157502cc5,MGMT outbound to DMZ,18,True,allow,mgmt,N/A,mgmt,N/A,192.168.100.48/28,False,10519,False,any,False,587,N/A,tcp,SMTP_TLS,4,N/A,N/A,clean,0,,,,,,,,
opnsense,4c38a23e-0c49-4c4e-8117-a2d44d772803,Admin team inbound from Portal,19,True,allow,dmz,N/A,dmz,N/A,172.16.10.57/32,False,46206,False,any,False,22,N/A,tcp,SSH,4,N/A,N/A,clean,0,,,,,,,,
opnsense,bf4efa3d-1f15-407f-a251-a9e038b7c7f6,Inspect Web servers traffic to Mail Server,20,True,allow,lan,N/A,lan,N/A,192.168.187.207/32,False,any,False,5.75.62.11/32,False,993,N/A,tcp,IMAP_SSL,4,N/A,N/A,affected,4,generalization | generalization | generalization | generalization,eb028d09-2757-4e42-b49b-9812b027582b | f203082d-9fc3-4a46-ac08-5350c77a1a05 | 97bd488b-d944-450d-9c76-e62da54e6791 | 15e54a18-9013-44d9-9eb8-15b6281c7627,any access to MGMT | NTP Server access from any | external partners access from VPN users | DB servers to all servers,109 | 146 | 181 | 368,specific | special | specific | specific,"Rule eb028d09-2757-4e42-b49b-9812b027582b (seq 109) is a near-universal permit-all rule that makes rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 (seq 20) functionally redundant; however, rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule eb028d09-2757-4e42-b49b-9812b027582b; do NOT remove rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6. | Rule f203082d-9fc3-4a46-ac08-5350c77a1a05 (seq 146) is more general than rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 (seq 20) and makes it functionally redundant with the same action 'allow'; however, rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule f203082d-9fc3-4a46-ac08-5350c77a1a05; do NOT remove the specific rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6. | Rule 97bd488b-d944-450d-9c76-e62da54e6791 (seq 181) is a near-universal permit-all rule that makes rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 (seq 20) functionally redundant; however, rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 97bd488b-d944-450d-9c76-e62da54e6791; do NOT remove rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6. | Rule 15e54a18-9013-44d9-9eb8-15b6281c7627 (seq 368) is a near-universal permit-all rule that makes rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 (seq 20) functionally redundant; however, rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 15e54a18-9013-44d9-9eb8-15b6281c7627; do NOT remove rule bf4efa3d-1f15-407f-a251-a9e038b7c7f6.",src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp,0.0670 | 0.0670 | 0.0670 | 0.0670
opnsense,08a7fc14-6c96-4f1a-8ee5-23b5cadc0856,Internal users to Internet,21,True,allow,vpn,N/A,vpn,N/A,192.168.23.80/28,False,4477,False,any,False,389,N/A,tcp,LDAP,4,N/A,N/A,affected,1,generalization,57a5e2e1-77df-4601-b3ab-4dab5d2fe924,Drop VPN to MMGMT,185,specific,"Rule 57a5e2e1-77df-4601-b3ab-4dab5d2fe924 (seq 185) is a near-universal permit-all rule that makes rule 08a7fc14-6c96-4f1a-8ee5-23b5cadc0856 (seq 21) functionally redundant; however, rule 08a7fc14-6c96-4f1a-8ee5-23b5cadc0856 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 57a5e2e1-77df-4601-b3ab-4dab5d2fe924; do NOT remove rule 08a7fc14-6c96-4f1a-8ee5-23b5cadc0856.",src_ip=192.168.23.80/28; dst_ip=any; src_port=4477; dst_port=389; protocol=tcp,0.1351
opnsense,8a544149-ccde-4eba-bd8d-b16d2a96bd3a,IoT devices to LAN,22,True,allow,dmz,N/A,dmz,N/A,"172.16.10.240/28,172.16.10.128/25",False,any,False,"192.168.48.0/20,192.168.174.0/23",False,443,N/A,tcp,HTTPS,4,N/A,N/A,clean,0,,,,,,,,
opnsense,09a0ae39-c5a3-4dc1-919b-44adead1c47a,Guest network outbound to VPN,23,True,deny,mgmt,N/A,mgmt,N/A,192.168.100.160/28,False,any,False,192.168.23.169-192.168.23.175,False,1521,N/A,tcp,Oracle,4,N/A,N/A,affected,1,generalization,fe43c9fc-dce4-47fe-bcbb-45744e308d09,Restrict WAN access to SAP servers,219,special,"Rule fe43c9fc-dce4-47fe-bcbb-45744e308d09 (seq 219) is more general than rule 09a0ae39-c5a3-4dc1-919b-44adead1c47a (seq 23) and makes it functionally redundant with the same action 'deny'; however, rule 09a0ae39-c5a3-4dc1-919b-44adead1c47a encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule fe43c9fc-dce4-47fe-bcbb-45744e308d09; do NOT remove the specific rule 09a0ae39-c5a3-4dc1-919b-44adead1c47a.","src_ip=192.168.100.160/28; dst_ip=192.168.23.169/32,192.168.23.170/31,192.168.23.172/30; src_port=any; dst_port=1521; protocol=tcp",0.0898
opnsense,281bf434-24f2-4e2c-a684-0ff1ec33c020,MGMT outbound to any,24,False,allow,mgmt,N/A,mgmt,N/A,"192.168.100.208/28,192.168.100.146-192.168.100.150",False,any,False,188.25.236.108/32,False,any,N/A,icmp,ICMP-PING,4,N/A,N/A,clean,0,,,,,,,,
opnsense,a8cc00c2-346d-40f8-8324-3ae5d83e826a,WAN reach PLC network,25,True,allow,wan,N/A,wan,N/A,any,False,54205,False,172.16.10.184/32,False,389,N/A,tcp,LDAP,4,N/A,N/A,clean,0,,,,,,,,
opnsense,db955bfc-eb49-400e-b0d9-5204f097287e,LAN to printer network except Production servers,26,True,allow,lan,N/A,lan,N/A,"192.168.23.218-192.168.23.222,192.168.250.44/32",False,any,False,172.16.10.80/28,False,any,N/A,ip,IPSec-ESP,4,N/A,N/A,affected,2,generalization | generalization,eb028d09-2757-4e42-b49b-9812b027582b | 15e54a18-9013-44d9-9eb8-15b6281c7627,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule eb028d09-2757-4e42-b49b-9812b027582b (seq 109) is a near-universal permit-all rule that makes rule db955bfc-eb49-400e-b0d9-5204f097287e (seq 26) functionally redundant; however, rule db955bfc-eb49-400e-b0d9-5204f097287e encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule eb028d09-2757-4e42-b49b-9812b027582b; do NOT remove rule db955bfc-eb49-400e-b0d9-5204f097287e. | Rule 15e54a18-9013-44d9-9eb8-15b6281c7627 (seq 368) is a near-universal permit-all rule that makes rule db955bfc-eb49-400e-b0d9-5204f097287e (seq 26) functionally redundant; however, rule db955bfc-eb49-400e-b0d9-5204f097287e encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 15e54a18-9013-44d9-9eb8-15b6281c7627; do NOT remove rule db955bfc-eb49-400e-b0d9-5204f097287e.","src_ip=192.168.23.218/31,192.168.23.220/31,192.168.23.222/32,192.168.250.44/32; dst_ip=172.16.10.80/28; src_port=any; dst_port=any; protocol=ip | src_ip=192.168.23.218/31,192.168.23.220/31,192.168.23.222/32,192.168.250.44/32; dst_ip=172.16.10.80/28; src_port=any; dst_port=any; protocol=ip",0.0942 | 0.0942
opnsense,5ed3ca34-7193-4b49-a4a5-388308b07aea,DMZ outbound to MGMT,27,False,allow,dmz,N/A,dmz,N/A,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,N/A,tcp,WEB,4,N/A,N/A,clean,0,,,,,,,,
opnsense,85a7c1ef-2cb7-450a-91f8-fa1444fa4c99,Inspect anyy traffic to MGMT,28,True,allow,lan,N/A,lan,N/A,any,False,any,False,192.168.100.190/32,False,53,N/A,udp,DNS,4,N/A,N/A,affected,2,generalization | generalization,eb028d09-2757-4e42-b49b-9812b027582b | 15e54a18-9013-44d9-9eb8-15b6281c7627,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule eb028d09-2757-4e42-b49b-9812b027582b (seq 109) is a near-universal permit-all rule that makes rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99 (seq 28) functionally redundant; however, rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule eb028d09-2757-4e42-b49b-9812b027582b; do NOT remove rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99. | Rule 15e54a18-9013-44d9-9eb8-15b6281c7627 (seq 368) is a near-universal permit-all rule that makes rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99 (seq 28) functionally redundant; however, rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 15e54a18-9013-44d9-9eb8-15b6281c7627; do NOT remove rule 85a7c1ef-2cb7-450a-91f8-fa1444fa4c99.",src_ip=any; dst_ip=192.168.100.190/32; src_port=any; dst_port=53; protocol=udp | src_ip=any; dst_ip=192.168.100.190/32; src_port=any; dst_port=53; protocol=udp,0.0968 | 0.0968
opnsense,7e89d23f-c75e-48a6-9255-e2cde8801708,Publish VPN Gateway in Internet,29,False,deny,mgmt,N/A,mgmt,N/A,fd82:7b21:c59a:99::/64,True,any,False,any,False,445,N/A,tcp,SMB,6,N/A,N/A,clean,0,,,,,,,,
opnsense,31bc0b6d-5aa8-4946-b60b-61abe4747365,LAN to Firewall except HR system,30,False,allow,lan,N/A,lan,N/A,192.168.192.0/20,False,any,False,"217.214.230.242/32,105.116.131.30/32",False,3389,N/A,tcp,RDP,4,N/A,N/A,clean,0,,,,,,,,
opnsense,0782490a-8385-464f-b91c-288bd7acdf59,Publish any for WAN,31,True,allow,mgmt,N/A,mgmt,N/A,192.168.100.171/32,False,any,False,134.236.149.26/32,False,27017,N/A,tcp,MongoDB,4,N/A,N/A,clean,0,,,,,,,,
opnsense,46a4ffa0-6289-493b-9e0a-98b1e4d25fcb,Allow any to Backup server,32,True,allow,lan,N/A,lan,N/A,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,N/A,tcp,SMTP,4,N/A,N/A,affected,2,generalization | generalization,eb028d09-2757-4e42-b49b-9812b027582b | 15e54a18-9013-44d9-9eb8-15b6281c7627,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule eb028d09-2757-4e42-b49b-9812b027582b (seq 109) is a near-universal permit-all rule that makes rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb (seq 32) functionally redundant; however, rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule eb028d09-2757-4e42-b49b-9812b027582b; do NOT remove rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb. | Rule 15e54a18-9013-44d9-9eb8-15b6281c7627 (seq 368) is a near-universal permit-all rule that makes rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb (seq 32) functionally redundant; however, rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 15e54a18-9013-44d9-9eb8-15b6281c7627; do NOT remove rule 46a4ffa0-6289-493b-9e0a-98b1e4d25fcb.",src_ip=6.51.62.57/32; dst_ip=46.86.220.95/32; src_port=any; dst_port=25; protocol=tcp | src_ip=6.51.62.57/32; dst_ip=46.86.220.95/32; src_port=any; dst_port=25; protocol=tcp,0.0878 | 0.0878
opnsense,abd94413-c423-4761-916d-ec8ea6b69cae,Mail server outbound to SAP servers,33,True,deny,lan,N/A,lan,N/A,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,N/A,icmp,ICMP-PING,4,N/A,N/A,affected,1,conflict,744196a5-f5d3-45b5-9e07-7c849a0b280e,Publish WAN for LAN,378,earlier,"Rules abd94413-c423-4761-916d-ec8ea6b69cae (seq 33, 'deny') and 744196a5-f5d3-45b5-9e07-7c849a0b280e (seq 378, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=192.168.138.0/23; dst_ip=147.126.75.155/32; src_port=any; dst_port=any; protocol=icmp,0.2221
opnsense,3aebbd79-1ad7-428c-8a15-5b5ff86fa043,WAN connection to NTP Server,34,False,allow,wan,N/A,wan,N/A,any,False,any,False,any,False,any,N/A,ip,IPSec-ESP,4,N/A,N/A,clean,0,,,,,,,,
