vendor,rule_id,rule_name,seq,enabled,action,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,ip_version,app_id,user_id,anomaly_status,anomaly_count,anomaly_types,related_rule_ids,related_rule_names,related_seqs,related_roles,explanations,overlap_details,risk_scores
paloalto,429c7c1e-a4c0-4541-8a63-e1795159a019,Allow any to Backup server,32,True,allow,any,WAN,N/A,N/A,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,N/A,tcp,SMTP,4,any,any,clean,0,,,,,,,,
paloalto,705b5b01-0a4a-42e4-b18d-ef4760e58b6a,Mail server outbound to SAP servers,33,True,deny,LAN,WAN,N/A,N/A,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,N/A,icmp,ICMP-PING,4,any,any,affected,1,conflict,1fc6ca8a-575c-41b1-a21b-a19322b6d4bd,Publish WAN for LAN,378,earlier,"Rules 705b5b01-0a4a-42e4-b18d-ef4760e58b6a (seq 33, 'deny') and 1fc6ca8a-575c-41b1-a21b-a19322b6d4bd (seq 378, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=192.168.138.0/23; dst_ip=147.126.75.155/32; src_port=any; dst_port=any; protocol=icmp,0.1662
paloalto,8378a8d4-bf7c-4eb5-a7dd-13cd8001fa92,WAN connection to NTP Server,34,False,allow,WAN,DMZ,N/A,N/A,any,False,any,False,"any,172.16.10.192/32",False,any,N/A,ip,IPSec-ESP,4,any,any,clean,0,,,,,,,,
paloalto,369893e8-601f-4da4-8215-802e04ef2d1e,Block any except to Monitoring,35,True,allow,any,LAN,N/A,N/A,any,False,any,False,192.168.149.170/32,False,179,N/A,tcp,BGP,4,Video/Audio,any,clean,0,,,,,,,,
paloalto,33e8b1d9-7084-423d-96a0-573bf8cc8d27,Publish Company network in Internet,36,True,allow,any,WAN,N/A,N/A,any,False,any,False,any,False,1812-1813,N/A,udp,RADIUS,both,Video/Audio,any,affected,1,conflict,47d333fe-8cda-4631-8e5d-74e63811657c,DMZ inbound from PLC network,372,earlier,"Rules 33e8b1d9-7084-423d-96a0-573bf8cc8d27 (seq 36, 'allow') and 47d333fe-8cda-4631-8e5d-74e63811657c (seq 372, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=172.16.10.128/28; dst_ip=59.101.255.251/32; src_port=any; dst_port=1812-1813; protocol=udp,0.1420
paloalto,334344d2-1109-441f-8130-0abbbddb6c23,Drop Backup agents to Internet,37,False,allow,DMZ,any,N/A,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,both,any,"backup.user,it.admin,test.user",clean,0,,,,,,,,
paloalto,0cffb4c3-69f6-49b7-b376-492e837c7c66,MGMT conection to WAN,38,True,allow,MGMT,WAN,N/A,N/A,192.168.100.60/32,False,any,False,33.204.175.210/32,False,22,N/A,tcp,SSH,4,Video/Audio,"admin,backup.user,network.admin",clean,0,,,,,,,,
paloalto,59328ad6-0baf-4265-ad5e-4ab3f98d1330,Internal users connection to NTP Server,39,True,allow,VPN,MGMT,N/A,N/A,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,N/A,tcp/udp,SIP,4,P2P,any,clean,0,,,,,,,,
paloalto,63185292-7486-4294-b734-79e186fc7a78,Backup agents to PLC network except DB Server,40,True,allow,MGMT,any,N/A,N/A,any,False,any,False,"any,127.221.63.197/32",False,22,N/A,tcp,SSH,4,Proxy,any,affected,1,conflict,0211fee7-904b-4fec-887d-e63e03012b1e,Drop Admin team to Staging servers,414,earlier,"Rules 63185292-7486-4294-b734-79e186fc7a78 (seq 40, 'allow') and 0211fee7-904b-4fec-887d-e63e03012b1e (seq 414, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=67.246.154.243/32; dst_ip=192.168.100.56/32; src_port=any; dst_port=22; protocol=tcp,0.3879
paloalto,91504a12-c085-4bb1-80af-e39ce5caceb8,Allow Finance team connect to MGMT,41,False,allow,VPN,MGMT,N/A,N/A,"any,192.168.23.144/28",False,any,False,192.168.100.224/27,False,any,N/A,any,any,4,any,any,clean,0,,,,,,,,
paloalto,dd0ea1d6-2755-407e-8313-dcfe9e55c5e6,VPN inbound from ERP system,42,True,allow,VPN,any,N/A,N/A,"192.168.23.222/32,192.168.23.124/32",False,any,False,any,False,80,N/A,tcp,HTTP,4,any,jane.doe,affected,1,conflict,5c912308-07e6-4988-bef2-79b317110df4,Clients to all servers,469,earlier,"Rules dd0ea1d6-2755-407e-8313-dcfe9e55c5e6 (seq 42, 'allow') and 5c912308-07e6-4988-bef2-79b317110df4 (seq 469, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=192.168.23.124/32,192.168.23.222/32; dst_ip=192.168.105.212/32; src_port=any; dst_port=80; protocol=tcp",0.2221
paloalto,e1c96aa3-acf4-4df2-a3e2-36c4fd7e351c,Publish DMZ for MGMT,43,True,deny,MGMT,DMZ,N/A,N/A,192.168.100.128/26,False,any,False,172.16.10.220/32,False,389,N/A,tcp,LDAP,4,any,support.user,clean,0,,,,,,,,
paloalto,70919475-a048-415d-b529-3f1e23b25746,Mail server outbound to WAN,44,True,allow,LAN,WAN,N/A,N/A,192.168.230.101/32,False,any,False,any,False,5432,N/A,tcp,PostgreSQL,4,any,any,clean,0,,,,,,,,
paloalto,0c8f32da-0cc1-4411-b154-b21ee70d379e,VPN connection to WAN,45,True,deny,VPN,WAN,N/A,N/A,192.168.23.224/28,False,any,False,193.205.52.79/32,False,69,N/A,udp,TFTP,4,any,admin,clean,0,,,,,,,,
paloalto,1cd844f7-ded1-4455-82c4-d7205e2f06d9,Drop Management to LAN,46,True,allow,DMZ,LAN,N/A,N/A,172.16.10.125/32,False,any,False,192.168.52.0/22,False,20-21,N/A,tcp,FTP,4,Business,db.admin,clean,0,,,,,,,,
paloalto,b54feba9-fe13-4f05-8325-7123daeef607,any inbound from LAN,47,True,allow,any,LAN,N/A,N/A,any,False,any,False,fd82:7b21:c59a:1:665f:6272:6281:adbd/128,False,23,N/A,tcp,Telnet,6,any,any,clean,0,,,,,,,,
paloalto,d73f56ed-88f3-4248-a4db-3bd39843550d,Inspect Mail server traffic to any,48,True,allow,WAN,any,N/A,N/A,22.150.177.87/32,False,any,False,93.104.70.10/32,False,636,N/A,tcp,LDAPS,4,any,any,clean,0,,,,,,,,
paloalto,fa6427fd-d268-49fe-b2b0-99b5c657fb9f,WAN to LAN,49,True,allow,WAN,LAN,N/A,N/A,any,False,any,False,192.168.67.150/32,False,389,N/A,tcp,LDAP,4,Business,"admin,backup.user,web.admin",clean,0,,,,,,,,
paloalto,9da256fc-11d7-44e8-a411-61303eac6a3c,WAN access to NTP Server,50,True,allow,WAN,any,N/A,N/A,64.252.157.10/32,False,any,False,19.108.97.247/32,True,27017,N/A,tcp,MongoDB,4,any,any,affected,1,generalization,221d74b7-c0f5-4f72-b5f8-0a8c807501f7,Finance team to NTP Server,314,special,"Rule 221d74b7-c0f5-4f72-b5f8-0a8c807501f7 (seq 314) is more general than rule 9da256fc-11d7-44e8-a411-61303eac6a3c (seq 50) and makes it functionally redundant with the same action 'allow'; however, rule 9da256fc-11d7-44e8-a411-61303eac6a3c encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 221d74b7-c0f5-4f72-b5f8-0a8c807501f7; do NOT remove the specific rule 9da256fc-11d7-44e8-a411-61303eac6a3c.","src_ip=64.252.157.10/32; dst_ip=0.0.0.0/4,16.0.0.0/7,18.0.0.0/8,19.0.0.0/10,19.64.0.0/11,19.96.0.0/13,19.104.0.0/14,19.108.0.0/18,19.108.64.0/19,19.108.96.0/24,19.108.97.0/25,19.108.97.128/26,19.108.97.192/27,19.108.97.224/28,19.108.97.240/30,19.108.97.244/31,19.108.97.246/32,19.108.97.248/29,19.108.98.0/23,19.108.100.0/22,19.108.104.0/21,19.108.112.0/20,19.108.128.0/17,19.109.0.0/16,19.110.0.0/15,19.112.0.0/12,19.128.0.0/9,20.0.0.0/6,24.0.0.0/5,32.0.0.0/3,64.0.0.0/2,128.0.0.0/1; src_port=any; dst_port=27017; protocol=tcp",0.1572
paloalto,60a050fd-977c-41d0-af3d-7caf40467d7b,Block VPN to CCTV system,51,True,allow,VPN,WAN,N/A,N/A,192.168.23.16/28,False,any,False,176.212.203.227/32,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,4,Business,"cto,sysadmin,john.doe",clean,0,,,,,,,,
paloalto,eb375bf3-501e-4667-ba28-83d5b60890d3,Dev team inbound from Management network,52,True,allow,WAN,any,N/A,N/A,any,False,any,False,85.26.57.126/32,False,389,N/A,tcp,LDAP,4,Business,any,clean,0,,,,,,,,
paloalto,da5b0086-87ba-473a-a90a-2cbd39ba3aff,Inspect WAN traffic to any,53,True,allow,WAN,any,N/A,N/A,any,False,any,False,"155.190.139.254/32,187.197.204.33/32",False,389,N/A,tcp,LDAP,4,any,john.doe,clean,0,,,,,,,,
paloalto,12c37ef9-d448-43e9-bba2-0c34d87e97f6,external partners access from Monitoring system,54,True,allow,MGMT,WAN,N/A,N/A,"192.168.100.176/28,192.168.100.35-192.168.100.39",False,any,False,any,False,69,N/A,udp,TFTP,4,Business,any,clean,0,,,,,,,,
paloalto,3059be42-8aff-4bcb-b26c-b299d45cef2d,Permit LAN to Mail Server,55,False,deny,LAN,any,N/A,N/A,192.168.84.0/24,False,any,False,183.73.15.162/32,False,443,N/A,tcp,HTTPS,4,Video/Audio,any,clean,0,,,,,,,,
paloalto,298b4a6f-8a8b-46f2-910e-5be25cd154df,Permit any to LAN,56,True,allow,any,LAN,N/A,N/A,16.250.250.36/32,False,any,False,192.168.0.0/18,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,4,any,any,affected,2,conflict | conflict,a2a21e04-ea89-45f7-bf71-39e1360b4990 | d84e7d15-6ea8-4104-a07c-3a504a5bc25d,WAN outbound to Web Server | LAN access from LAN,441 | 487,earlier | earlier,"Rules 298b4a6f-8a8b-46f2-910e-5be25cd154df (seq 56, 'allow') and a2a21e04-ea89-45f7-bf71-39e1360b4990 (seq 441, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 298b4a6f-8a8b-46f2-910e-5be25cd154df (seq 56, 'allow') and d84e7d15-6ea8-4104-a07c-3a504a5bc25d (seq 487, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=16.250.250.36/32; dst_ip=192.168.0.0/18; src_port=any; dst_port=8000-8999; protocol=tcp | src_ip=16.250.250.36/32; dst_ip=192.168.51.213/32; src_port=any; dst_port=8000-8999; protocol=tcp,0.3335 | 0.3496
paloalto,550497cb-eb43-40e2-8d77-8b8e573a39ce,DMZ access from WAN,57,True,deny,WAN,DMZ,N/A,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,both,P2P,web.admin,clean,0,,,,,,,,
paloalto,254452e4-8767-4f0c-84b3-a8ba45331bb6,Restrict Partners access to DMZ,58,True,allow,WAN,DMZ,N/A,N/A,any,False,any,False,172.16.10.178/32,False,any,N/A,icmp,ICMP-PING,4,any,any,affected,1,generalization,8b1e7efa-95f5-4eb8-9ad1-9da21d373867,WAN to PLC network except Backup servers,140,specific,"Rule 8b1e7efa-95f5-4eb8-9ad1-9da21d373867 (seq 140) is a near-universal permit-all rule that makes rule 254452e4-8767-4f0c-84b3-a8ba45331bb6 (seq 58) functionally redundant; however, rule 254452e4-8767-4f0c-84b3-a8ba45331bb6 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 8b1e7efa-95f5-4eb8-9ad1-9da21d373867; do NOT remove rule 254452e4-8767-4f0c-84b3-a8ba45331bb6.",src_ip=any; dst_ip=172.16.10.178/32; src_port=any; dst_port=any; protocol=icmp,0.1754
paloalto,f39020f0-c2e5-4c2b-af02-61a9381095f8,Block DB severs to Active Directory,59,True,allow,WAN,LAN,N/A,N/A,185.107.73.195/32,False,any,False,192.168.40.182-192.168.40.187,False,993,N/A,tcp,IMAP-SSL,4,P2P,any,clean,0,,,,,,,,
paloalto,9306de5d-7d29-4e8e-95e3-6e681cf74b07,HR department connection to WAN,60,True,allow,LAN,WAN,N/A,N/A,192.168.96.0/19,False,any,False,77.144.214.205/32,False,1433,N/A,tcp/udp,MSSQL,4,Business,"web.admin,infosec.officer",clean,0,,,,,,,,
paloalto,b6dd744a-2688-440e-81bf-b072fad96678,Restrict DMZ access to VPN Gateway,61,True,allow,LAN,DMZ,N/A,N/A,192.168.228.0/22,True,any,False,172.16.10.117/32,True,25,N/A,tcp,SMTP,4,any,any,clean,0,,,,,,,,
paloalto,ec95ace7-bc98-45e7-8d3c-9178d704bb39,Inspect Backup agents traffic to any,62,True,allow,WAN,any,N/A,N/A,42.38.174.101/32,True,any,False,145.161.68.125/32,True,162,N/A,udp,SNMP-TRAP,4,any,"admin,backup.user,network.admin,user1",affected,1,conflict,0211fee7-904b-4fec-887d-e63e03012b1e,Drop Admin team to Staging servers,414,earlier,"Rules ec95ace7-bc98-45e7-8d3c-9178d704bb39 (seq 62, 'allow') and 0211fee7-904b-4fec-887d-e63e03012b1e (seq 414, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=67.246.154.243/32; dst_ip=192.168.100.56/32; src_port=any; dst_port=162; protocol=udp,0.3879
paloalto,08af9d7c-1f18-4a30-bab1-05485f0ee9c5,Block VPN except to DMZ,63,False,deny,VPN,DMZ,N/A,N/A,fd82:7b21:c59a:23:632e:f686:92c2:6259/128,False,any,False,fd82:7b21:c59a:10:638:d195:947f:9a53/128,False,5432,N/A,tcp,PostgreSQL,6,Video/Audio,any,clean,0,,,,,,,,
paloalto,4a4089db-821a-433d-93c0-9e70e38acd33,Internet access from Branch office,64,True,deny,MGMT,WAN,N/A,N/A,"192.168.100.31/32,192.168.100.224/27",False,any,False,210.151.37.230/32,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,4,Game,any,clean,0,,,,,,,,
paloalto,2ce0d907-454a-4b35-b23d-7903dfd3b2cc,Deny VPN users from DNS Server,65,False,deny,WAN,any,N/A,N/A,47.7.186.176/32,False,any,False,any,False,389,N/A,tcp,LDAP,4,any,"backup.user,it.admin,test.user",clean,0,,,,,,,,
paloalto,8d49cc36-2be7-4302-ba37-1ea889812330,Allow Monitoring system connect to WAN,66,True,allow,DMZ,WAN,N/A,N/A,172.16.10.175/32,False,any,False,165.63.248.224/32,False,445,N/A,tcp,SMB,4,any,john.doe,clean,0,,,,,,,,
paloalto,5872665a-f6d5-486e-ae3f-07ebbd8b93d9,LAN to SAP servers except DB Server,67,True,allow,LAN,VPN,N/A,N/A,192.168.114.174/32,False,any,False,any,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,4,any,any,clean,0,,,,,,,,
