vendor,rule_id,rule_name,seq,enabled,action,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,ip_version,app_id,user_id,anomaly_status,anomaly_count,anomaly_types,related_rule_ids,related_rule_names,related_seqs,related_roles,explanations,overlap_details,risk_scores
pfsense,1766608213,Publish DMZ in Ineternet,13,True,deny,mgmt,N/A,mgmt,N/A,192.168.100.128/25,True,any,False,172.16.10.128/32,True,any,N/A,icmp,ICMP-PING,4,N/A,N/A,affected,4,generalization | conflict | conflict | shadowing,1760301219 | 1763930156 | 1757795885 | 1754771886,Restrict WAN access to SAP servers | Block Branch office to Test network | MGMT reach Company network | Inspect MGMT traffic to Company network,219 | 356 | 485 | 486,special | earlier | earlier | shadowing,"Rule 1760301219 (seq 219) is more general than rule 1766608213 (seq 13) and makes it functionally redundant with the same action 'deny'; however, rule 1766608213 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1760301219; do NOT remove the specific rule 1766608213. | Rules 1766608213 (seq 13, 'deny') and 1763930156 (seq 356, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rules 1766608213 (seq 13, 'deny') and 1757795885 (seq 485, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering. | Rule 1754771886 (seq 486, action 'allow') is shadowed by earlier rule 1766608213 (seq 13, action 'deny'): every flow it matches is already decided by the earlier rule, so it never executes.","src_ip=0.0.0.0/1,128.0.0.0/2,192.0.0.0/9,192.128.0.0/11,192.160.0.0/13,192.168.0.0/18,192.168.64.0/19,192.168.96.0/22,192.168.100.0/25,192.168.101.0/24,192.168.102.0/23,192.168.104.0/21,192.168.112.0/20,192.168.128.0/17,192.169.0.0/16,192.170.0.0/15,192.172.0.0/14,192.176.0.0/12,192.192.0.0/10,193.0.0.0/8,194.0.0.0/7,196.0.0.0/6,200.0.0.0/5,208.0.0.0/4,224.0.0.0/3; dst_ip=0.0.0.0/1,128.0.0.0/3,160.0.0.0/5,168.0.0.0/6,172.0.0.0/12,172.16.0.0/21,172.16.8.0/23,172.16.10.0/25,172.16.10.129/32,172.16.10.130/31,172.16.10.132/30,172.16.10.136/29,172.16.10.144/28,172.16.10.160/27,172.16.10.192/26,172.16.11.0/24,172.16.12.0/22,172.16.16.0/20,172.16.32.0/19,172.16.64.0/18,172.16.128.0/17,172.17.0.0/16,172.18.0.0/15,172.20.0.0/14,172.24.0.0/13,172.32.0.0/11,172.64.0.0/10,172.128.0.0/9,173.0.0.0/8,174.0.0.0/7,176.0.0.0/4,192.0.0.0/2; src_port=any; dst_port=any; protocol=icmp | src_ip=0.0.0.0/1,128.0.0.0/2,192.0.0.0/9,192.128.0.0/11,192.160.0.0/13,192.168.0.0/18,192.168.64.0/19,192.168.96.0/22,192.168.100.0/25,192.168.101.0/24,192.168.102.0/23,192.168.104.0/21,192.168.112.0/20,192.168.128.0/17,192.169.0.0/16,192.170.0.0/15,192.172.0.0/14,192.176.0.0/12,192.192.0.0/10,193.0.0.0/8,194.0.0.0/7,196.0.0.0/6,200.0.0.0/5,208.0.0.0/4,224.0.0.0/3; dst_ip=192.168.100.128/25; src_port=any; dst_port=any; protocol=icmp | src_ip=192.168.100.102/32; dst_ip=0.0.0.0/1,128.0.0.0/3,160.0.0.0/5,168.0.0.0/6,172.0.0.0/12,172.16.0.0/21,172.16.8.0/23,172.16.10.0/25,172.16.10.129/32,172.16.10.130/31,172.16.10.132/30,172.16.10.136/29,172.16.10.144/28,172.16.10.160/27,172.16.10.192/26,172.16.11.0/24,172.16.12.0/22,172.16.16.0/20,172.16.32.0/19,172.16.64.0/18,172.16.128.0/17,172.17.0.0/16,172.18.0.0/15,172.20.0.0/14,172.24.0.0/13,172.32.0.0/11,172.64.0.0/10,172.128.0.0/9,173.0.0.0/8,174.0.0.0/7,176.0.0.0/4,192.0.0.0/2; src_port=any; dst_port=any; protocol=icmp | src_ip=192.168.100.122/32; dst_ip=204.146.167.191/32; src_port=any; dst_port=any; protocol=icmp",0.1104 | 0.1850 | 0.1791 | 0.0597
pfsense,1746217814,Admin team access to LAN,14,True,allow,mgmt,N/A,mgmt,N/A,any,False,62704,False,"192.168.128.0/18,fd82:7b21:c59a:1:4de1:a123:37ed:aec4/128",True,8080,N/A,tcp,HTTP_ALT,both,N/A,N/A,clean,0,,,,,,,,
pfsense,1719347415,Restrict DMZ access to VPN,15,True,deny,dmz,N/A,dmz,N/A,172.16.10.38/32,False,any,False,any,False,587,N/A,tcp,SMTP_TLS,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1739565016,LAN reach MGMT,16,True,allow,vpn,N/A,vpn,N/A,any,False,any,False,192.168.100.207/32,False,445,N/A,tcp,SMB,4,N/A,N/A,affected,1,generalization,1722544385,Drop VPN to MMGMT,185,specific,"Rule 1722544385 (seq 185) is a near-universal permit-all rule that makes rule 1739565016 (seq 16) functionally redundant; however, rule 1739565016 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1722544385; do NOT remove rule 1739565016.",src_ip=any; dst_ip=192.168.100.207/32; src_port=any; dst_port=445; protocol=tcp,0.1385
pfsense,1731270617,IoT devices access to internal network,17,True,allow,mgmt,N/A,mgmt,N/A,any,False,any,False,157.150.155.75/32,False,1024-65535,N/A,tcp,HIGH_PORTS,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1755981018,MGMT outbound to DMZ,18,True,allow,mgmt,N/A,mgmt,N/A,192.168.100.48/28,False,10519,False,any,False,587,N/A,tcp,SMTP_TLS,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1712953819,Admin team inbound from Portal,19,True,allow,dmz,N/A,dmz,N/A,172.16.10.57/32,False,46206,False,any,False,22,N/A,tcp,SSH,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1746995420,Inspect Web servers traffic to Mail Server,20,True,allow,lan,N/A,lan,N/A,192.168.187.207/32,False,any,False,5.75.62.11/32,False,993,N/A,tcp,IMAP_SSL,4,N/A,N/A,affected,4,generalization | generalization | generalization | generalization,1752006709 | 1720729946 | 1755808381 | 1719520568,any access to MGMT | NTP Server access from any | external partners access from VPN users | DB servers to all servers,109 | 146 | 181 | 368,specific | special | specific | specific,"Rule 1752006709 (seq 109) is a near-universal permit-all rule that makes rule 1746995420 (seq 20) functionally redundant; however, rule 1746995420 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1752006709; do NOT remove rule 1746995420. | Rule 1720729946 (seq 146) is more general than rule 1746995420 (seq 20) and makes it functionally redundant with the same action 'allow'; however, rule 1746995420 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1720729946; do NOT remove the specific rule 1746995420. | Rule 1755808381 (seq 181) is a near-universal permit-all rule that makes rule 1746995420 (seq 20) functionally redundant; however, rule 1746995420 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1755808381; do NOT remove rule 1746995420. | Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1746995420 (seq 20) functionally redundant; however, rule 1746995420 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1746995420.",src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp | src_ip=192.168.187.207/32; dst_ip=5.75.62.11/32; src_port=any; dst_port=993; protocol=tcp,0.0670 | 0.0670 | 0.0670 | 0.0670
pfsense,1751401821,Internal users to Internet,21,True,allow,vpn,N/A,vpn,N/A,192.168.23.80/28,False,4477,False,any,False,389,N/A,tcp,LDAP,4,N/A,N/A,affected,1,generalization,1722544385,Drop VPN to MMGMT,185,specific,"Rule 1722544385 (seq 185) is a near-universal permit-all rule that makes rule 1751401821 (seq 21) functionally redundant; however, rule 1751401821 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1722544385; do NOT remove rule 1751401821.",src_ip=192.168.23.80/28; dst_ip=any; src_port=4477; dst_port=389; protocol=tcp,0.1351
pfsense,1716409822,IoT devices to LAN,22,True,allow,dmz,N/A,dmz,N/A,"172.16.10.240/28,172.16.10.128/25",False,any,False,"192.168.48.0/20,192.168.174.0/23",False,443,N/A,tcp,HTTPS,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1745958623,Guest network outbound to VPN,23,True,deny,mgmt,N/A,mgmt,N/A,192.168.100.160/28,False,any,False,192.168.23.169-192.168.23.175,False,1521,N/A,tcp,Oracle,4,N/A,N/A,affected,1,generalization,1760301219,Restrict WAN access to SAP servers,219,special,"Rule 1760301219 (seq 219) is more general than rule 1745958623 (seq 23) and makes it functionally redundant with the same action 'deny'; however, rule 1745958623 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1760301219; do NOT remove the specific rule 1745958623.","src_ip=192.168.100.160/28; dst_ip=192.168.23.169/32,192.168.23.170/31,192.168.23.172/30; src_port=any; dst_port=1521; protocol=tcp",0.0898
pfsense,1746477024,MGMT outbound to any,24,False,allow,mgmt,N/A,mgmt,N/A,"192.168.100.146-192.168.100.150,192.168.100.208/28",False,any,False,188.25.236.108/32,False,any,N/A,icmp,ICMP-PING,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1737405025,WAN reach PLC network,25,True,allow,wan,N/A,wan,N/A,any,False,54205,False,172.16.10.184/32,False,389,N/A,tcp,LDAP,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1714509026,LAN to printer network except Production servers,26,True,allow,lan,N/A,lan,N/A,"192.168.23.218-192.168.23.222,192.168.250.44/32",False,any,False,172.16.10.80/28,False,any,N/A,ip,IPSec-ESP,4,N/A,N/A,affected,2,generalization | generalization,1752006709 | 1719520568,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule 1752006709 (seq 109) is a near-universal permit-all rule that makes rule 1714509026 (seq 26) functionally redundant; however, rule 1714509026 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1752006709; do NOT remove rule 1714509026. | Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1714509026 (seq 26) functionally redundant; however, rule 1714509026 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1714509026.","src_ip=192.168.23.218/31,192.168.23.220/31,192.168.23.222/32,192.168.250.44/32; dst_ip=172.16.10.80/28; src_port=any; dst_port=any; protocol=ip | src_ip=192.168.23.218/31,192.168.23.220/31,192.168.23.222/32,192.168.250.44/32; dst_ip=172.16.10.80/28; src_port=any; dst_port=any; protocol=ip",0.0942 | 0.0942
pfsense,1758141027,DMZ outbound to MGMT,27,False,allow,dmz,N/A,dmz,N/A,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,N/A,tcp,WEB,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1760473828,Inspect anyy traffic to MGMT,28,True,allow,lan,N/A,lan,N/A,any,False,any,False,192.168.100.190/32,False,53,N/A,udp,DNS,4,N/A,N/A,affected,2,generalization | generalization,1752006709 | 1719520568,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule 1752006709 (seq 109) is a near-universal permit-all rule that makes rule 1760473828 (seq 28) functionally redundant; however, rule 1760473828 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1752006709; do NOT remove rule 1760473828. | Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1760473828 (seq 28) functionally redundant; however, rule 1760473828 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1760473828.",src_ip=any; dst_ip=192.168.100.190/32; src_port=any; dst_port=53; protocol=udp | src_ip=any; dst_ip=192.168.100.190/32; src_port=any; dst_port=53; protocol=udp,0.0968 | 0.0968
pfsense,1761078629,Publish VPN Gateway in Internet,29,False,deny,mgmt,N/A,mgmt,N/A,fd82:7b21:c59a:99::/64,True,any,False,any,False,445,N/A,tcp,SMB,6,N/A,N/A,clean,0,,,,,,,,
pfsense,1726345830,LAN to Firewall except HR system,30,False,allow,lan,N/A,lan,N/A,192.168.192.0/20,False,any,False,"105.116.131.30/32,217.214.230.242/32",False,3389,N/A,tcp,RDP,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1738441831,Publish any for WAN,31,True,allow,mgmt,N/A,mgmt,N/A,192.168.100.171/32,False,any,False,134.236.149.26/32,False,27017,N/A,tcp,MongoDB,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1760646632,Allow any to Backup server,32,True,allow,lan,N/A,lan,N/A,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,N/A,tcp,SMTP,4,N/A,N/A,affected,2,generalization | generalization,1752006709 | 1719520568,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule 1752006709 (seq 109) is a near-universal permit-all rule that makes rule 1760646632 (seq 32) functionally redundant; however, rule 1760646632 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1752006709; do NOT remove rule 1760646632. | Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1760646632 (seq 32) functionally redundant; however, rule 1760646632 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1760646632.",src_ip=6.51.62.57/32; dst_ip=46.86.220.95/32; src_port=any; dst_port=25; protocol=tcp | src_ip=6.51.62.57/32; dst_ip=46.86.220.95/32; src_port=any; dst_port=25; protocol=tcp,0.0878 | 0.0878
pfsense,1735849833,Mail server outbound to SAP servers,33,True,deny,lan,N/A,lan,N/A,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,N/A,icmp,ICMP-PING,4,N/A,N/A,affected,1,conflict,1761165378,Publish WAN for LAN,378,earlier,"Rules 1735849833 (seq 33, 'deny') and 1761165378 (seq 378, 'allow') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.",src_ip=192.168.138.0/23; dst_ip=147.126.75.155/32; src_port=any; dst_port=any; protocol=icmp,0.2221
pfsense,1766349034,WAN connection to NTP Server,34,False,allow,wan,N/A,wan,N/A,any,False,any,False,any,False,any,N/A,ip,IPSec-ESP,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1739910635,Block any except to Monitoring,35,True,allow,lan,N/A,lan,N/A,any,False,14450,False,192.168.149.170/32,False,179,N/A,tcp,BGP,4,N/A,N/A,affected,2,generalization | generalization,1752006709 | 1719520568,any access to MGMT | DB servers to all servers,109 | 368,specific | specific,"Rule 1752006709 (seq 109) is a near-universal permit-all rule that makes rule 1739910635 (seq 35) functionally redundant; however, rule 1739910635 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1752006709; do NOT remove rule 1739910635. | Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1739910635 (seq 35) functionally redundant; however, rule 1739910635 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1739910635.",src_ip=any; dst_ip=192.168.149.170/32; src_port=14450; dst_port=179; protocol=tcp | src_ip=any; dst_ip=192.168.149.170/32; src_port=14450; dst_port=179; protocol=tcp,0.0923 | 0.0923
pfsense,1759696236,Publish Company network in Internet,36,True,allow,lan,N/A,lan,N/A,any,False,42702,False,any,False,1812-1813,N/A,udp,RADIUS,4,N/A,N/A,affected,2,generalization | over_permissive,1719520568 | N/A (single-rule),DB servers to all servers | N/A (single-rule),368 | N/A (single-rule),specific | over_permissive,"Rule 1719520568 (seq 368) is a near-universal permit-all rule that makes rule 1759696236 (seq 36) functionally redundant; however, rule 1759696236 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1719520568; do NOT remove rule 1759696236. | Rule 1759696236 (seq 36) is an allow rule that is over-permissive (5a:any-src∧any-dst), violating least-privilege.",src_ip=any; dst_ip=any; src_port=42702; dst_port=1812-1813; protocol=udp | ,0.1225 | 0.3232
pfsense,1754857837,Drop Backup agents to Internet,37,False,allow,dmz,N/A,dmz,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1738009838,MGMT conection to WAN,38,True,allow,mgmt,N/A,mgmt,N/A,192.168.100.60/32,False,any,False,33.204.175.210/32,False,22,N/A,tcp,SSH,4,N/A,N/A,affected,1,generalization,1742675440,Backup agents to PLC network except DB Server,40,special,"Rule 1742675440 (seq 40) is more general than rule 1738009838 (seq 38) and makes it functionally redundant with the same action 'allow'; however, rule 1738009838 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1742675440; do NOT remove the specific rule 1738009838.",src_ip=192.168.100.60/32; dst_ip=33.204.175.210/32; src_port=any; dst_port=22; protocol=tcp,0.0462
pfsense,1744576239,Internal users connection to NTP Server,39,True,allow,vpn,N/A,vpn,N/A,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,N/A,udp,SIP,4,N/A,N/A,affected,1,generalization,1722544385,Drop VPN to MMGMT,185,specific,"Rule 1722544385 (seq 185) is a near-universal permit-all rule that makes rule 1744576239 (seq 39) functionally redundant; however, rule 1744576239 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1722544385; do NOT remove rule 1744576239.",src_ip=192.168.23.199/32; dst_ip=192.168.100.128/25; src_port=any; dst_port=5060; protocol=udp,0.1315
pfsense,1742675440,Backup agents to PLC network except DB Server,40,True,allow,mgmt,N/A,mgmt,N/A,any,False,any,False,any,False,22,N/A,tcp,SSH,4,N/A,N/A,affected,3,generalization | redundancy | over_permissive,1738009838 | 1741466234 | N/A (single-rule),MGMT conection to WAN | Permit MGMT to WAN | N/A (single-rule),38 | 434 | N/A (single-rule),general | covering | over_permissive,"Rule 1742675440 (seq 40) is more general than rule 1738009838 (seq 38) and makes it functionally redundant with the same action 'allow'; however, rule 1738009838 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1742675440; do NOT remove the specific rule 1738009838. | Rule 1741466234 (seq 434) is redundant: its match set is contained in earlier rule 1742675440 (seq 40) with the same action 'allow'; removing it does not change policy behaviour. | Rule 1742675440 (seq 40) is an allow rule that is over-permissive (5a:any-src∧any-dst), violating least-privilege.",src_ip=192.168.100.60/32; dst_ip=33.204.175.210/32; src_port=any; dst_port=22; protocol=tcp | src_ip=192.168.100.128/25; dst_ip=any; src_port=any; dst_port=22; protocol=tcp | ,0.0462 | 0.0572 | 0.2568
pfsense,1737145841,Allow Finance team connect to MGMT,41,False,allow,vpn,N/A,vpn,N/A,any,False,any,False,192.168.100.224/27,False,any,N/A,any,any,4,N/A,N/A,clean,0,,,,,,,,
pfsense,1748118642,VPN inbound from ERP system,42,True,allow,vpn,N/A,vpn,N/A,"192.168.23.124/32,192.168.23.222/32",False,any,False,any,False,80,N/A,tcp,HTTP,4,N/A,N/A,affected,2,generalization | conflict,1722544385 | 1750970269,Drop VPN to MMGMT | Clients to all servers,185 | 469,specific | earlier,"Rule 1722544385 (seq 185) is a near-universal permit-all rule that makes rule 1748118642 (seq 42) functionally redundant; however, rule 1748118642 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the over-permissive rule 1722544385; do NOT remove rule 1748118642. | Rules 1748118642 (seq 42, 'allow') and 1750970269 (seq 469, 'deny') partially overlap with opposite actions and neither fully contains the other; the shared flows genuinely depend on ordering.","src_ip=192.168.23.124/32,192.168.23.222/32; dst_ip=any; src_port=any; dst_port=80; protocol=tcp | src_ip=192.168.23.124/32,192.168.23.222/32; dst_ip=192.168.105.212/32; src_port=any; dst_port=80; protocol=tcp",0.1388 | 0.2019
pfsense,1742070643,Publish DMZ for MGMT,43,True,deny,mgmt,N/A,mgmt,N/A,192.168.100.128/26,False,any,False,172.16.10.220/32,False,389,N/A,tcp,LDAP,4,N/A,N/A,affected,1,generalization,1760301219,Restrict WAN access to SAP servers,219,special,"Rule 1760301219 (seq 219) is more general than rule 1742070643 (seq 43) and makes it functionally redundant with the same action 'deny'; however, rule 1742070643 encodes the intended least-privilege policy. RECOMMENDATION: restrict or remove the broader rule 1760301219; do NOT remove the specific rule 1742070643.",src_ip=192.168.100.128/26; dst_ip=172.16.10.220/32; src_port=any; dst_port=389; protocol=tcp,0.0895
