vendor,rule_id,rule_name,seq,enabled,action,ip_version,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,schedule,log,nat_related,app_id,user_id,icmp_type,notes
opnsense,0e72997a-4daf-4db5-a5c0-bf3c4cc39d23,IoT devices access to internal network,17,True,allow,4,mgmt,N/A,mgmt,N/A,any,False,any,False,157.150.155.75/32,False,1024-65535,N/A,tcp,HIGH_PORTS,always,False,N/A,N/A,N/A,N/A,
opnsense,14ff370b-f32d-431f-a293-5cb157502cc5,MGMT outbound to DMZ,18,True,allow,4,mgmt,N/A,mgmt,N/A,192.168.100.48/28,False,10519,False,any,False,587,N/A,tcp,SMTP_TLS,always,True,N/A,N/A,N/A,N/A,
opnsense,4c38a23e-0c49-4c4e-8117-a2d44d772803,Admin team inbound from Portal,19,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.57/32,False,46206,False,any,False,22,N/A,tcp,SSH,always,False,N/A,N/A,N/A,N/A,
opnsense,bf4efa3d-1f15-407f-a251-a9e038b7c7f6,Inspect Web servers traffic to Mail Server,20,True,allow,4,lan,N/A,lan,N/A,192.168.187.207/32,False,any,False,5.75.62.11/32,False,993,N/A,tcp,IMAP_SSL,always,True,N/A,N/A,N/A,N/A,
opnsense,08a7fc14-6c96-4f1a-8ee5-23b5cadc0856,Internal users to Internet,21,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.80/28,False,4477,False,any,False,389,N/A,tcp,LDAP,always,True,N/A,N/A,N/A,N/A,
opnsense,8a544149-ccde-4eba-bd8d-b16d2a96bd3a,IoT devices to LAN,22,True,allow,4,dmz,N/A,dmz,N/A,"172.16.10.240/28,172.16.10.128/25",False,any,False,"192.168.48.0/20,192.168.174.0/23",False,443,N/A,tcp,HTTPS,always,False,N/A,N/A,N/A,N/A,
opnsense,09a0ae39-c5a3-4dc1-919b-44adead1c47a,Guest network outbound to VPN,23,True,deny,4,mgmt,N/A,mgmt,N/A,192.168.100.160/28,False,any,False,192.168.23.169-192.168.23.175,False,1521,N/A,tcp,Oracle,always,False,N/A,N/A,N/A,N/A,
opnsense,281bf434-24f2-4e2c-a684-0ff1ec33c020,MGMT outbound to any,24,False,allow,4,mgmt,N/A,mgmt,N/A,"192.168.100.208/28,192.168.100.146-192.168.100.150",False,any,False,188.25.236.108/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,N/A,N/A,N/A,
opnsense,a8cc00c2-346d-40f8-8324-3ae5d83e826a,WAN reach PLC network,25,True,allow,4,wan,N/A,wan,N/A,any,False,54205,False,172.16.10.184/32,False,389,N/A,tcp,LDAP,always,False,N/A,N/A,N/A,N/A,
opnsense,db955bfc-eb49-400e-b0d9-5204f097287e,LAN to printer network except Production servers,26,True,allow,4,lan,N/A,lan,N/A,"192.168.23.218-192.168.23.222,192.168.250.44/32",False,any,False,172.16.10.80/28,False,any,N/A,ip,IPSec-ESP,always,True,N/A,N/A,N/A,N/A,
opnsense,5ed3ca34-7193-4b49-a4a5-388308b07aea,DMZ outbound to MGMT,27,False,allow,4,dmz,N/A,dmz,N/A,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,N/A,tcp,WEB,always,False,N/A,N/A,N/A,N/A,
opnsense,85a7c1ef-2cb7-450a-91f8-fa1444fa4c99,Inspect anyy traffic to MGMT,28,True,allow,4,lan,N/A,lan,N/A,any,False,any,False,192.168.100.190/32,False,53,N/A,udp,DNS,always,True,N/A,N/A,N/A,N/A,
opnsense,7e89d23f-c75e-48a6-9255-e2cde8801708,Publish VPN Gateway in Internet,29,False,deny,6,mgmt,N/A,mgmt,N/A,fd82:7b21:c59a:99::/64,True,any,False,any,False,445,N/A,tcp,SMB,always,False,N/A,N/A,N/A,N/A,
opnsense,31bc0b6d-5aa8-4946-b60b-61abe4747365,LAN to Firewall except HR system,30,False,allow,4,lan,N/A,lan,N/A,192.168.192.0/20,False,any,False,"217.214.230.242/32,105.116.131.30/32",False,3389,N/A,tcp,RDP,always,False,N/A,N/A,N/A,N/A,
opnsense,0782490a-8385-464f-b91c-288bd7acdf59,Publish any for WAN,31,True,allow,4,mgmt,N/A,mgmt,N/A,192.168.100.171/32,False,any,False,134.236.149.26/32,False,27017,N/A,tcp,MongoDB,always,False,N/A,N/A,N/A,N/A,
opnsense,46a4ffa0-6289-493b-9e0a-98b1e4d25fcb,Allow any to Backup server,32,True,allow,4,lan,N/A,lan,N/A,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,N/A,tcp,SMTP,always,True,N/A,N/A,N/A,N/A,
opnsense,abd94413-c423-4761-916d-ec8ea6b69cae,Mail server outbound to SAP servers,33,True,deny,4,lan,N/A,lan,N/A,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,N/A,N/A,N/A,
opnsense,3aebbd79-1ad7-428c-8a15-5b5ff86fa043,WAN connection to NTP Server,34,False,allow,4,wan,N/A,wan,N/A,any,False,any,False,any,False,any,N/A,ip,IPSec-ESP,always,True,N/A,N/A,N/A,N/A,
opnsense,a486199a-09e6-41a5-aaed-c45adc24c2f9,Block any except to Monitoring,35,True,allow,4,lan,N/A,lan,N/A,any,False,14450,False,192.168.149.170/32,False,179,N/A,tcp,BGP,always,True,N/A,N/A,N/A,N/A,
opnsense,29135def-da42-47ef-a9c0-a7854faf00dc,Publish Company network in Internet,36,True,allow,4,lan,N/A,lan,N/A,any,False,42702,False,any,False,1812-1813,N/A,udp,RADIUS,always,False,N/A,N/A,N/A,N/A,
opnsense,9865e715-fc5a-4db3-860a-0bee38ac546e,Drop Backup agents to Internet,37,False,allow,4,dmz,N/A,dmz,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,always,True,N/A,N/A,N/A,N/A,
opnsense,9a585edf-ee75-4954-9b62-756ddde778f3,MGMT conection to WAN,38,True,allow,4,mgmt,N/A,mgmt,N/A,192.168.100.60/32,False,any,False,33.204.175.210/32,False,22,N/A,tcp,SSH,always,True,N/A,N/A,N/A,N/A,
opnsense,f2990db0-15f1-41d2-8b1b-dd4fd6a29c80,Internal users connection to NTP Server,39,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,N/A,udp,SIP,always,False,N/A,N/A,N/A,N/A,
opnsense,2a2eaeea-034d-425c-b50d-4e5238a8ed7b,Backup agents to PLC network except DB Server,40,True,allow,4,mgmt,N/A,mgmt,N/A,any,False,any,False,any,False,22,N/A,tcp,SSH,always,True,N/A,N/A,N/A,N/A,
opnsense,560af16d-92fd-436f-aa99-1038dc3d0388,Allow Finance team connect to MGMT,41,False,allow,4,vpn,N/A,vpn,N/A,any,False,any,False,192.168.100.224/27,False,any,N/A,any,any,always,True,N/A,N/A,N/A,N/A,
opnsense,420ebb2c-c01d-44b6-98ed-b4d9dc0dfd38,VPN inbound from ERP system,42,True,allow,4,vpn,N/A,vpn,N/A,"192.168.23.222/32,192.168.23.124/32",False,any,False,any,False,80,N/A,tcp,HTTP,always,True,N/A,N/A,N/A,N/A,
opnsense,4d7a1b81-857d-45d5-8394-71161cee9f6f,Publish DMZ for MGMT,43,True,deny,4,mgmt,N/A,mgmt,N/A,192.168.100.128/26,False,any,False,172.16.10.220/32,False,389,N/A,tcp,LDAP,always,False,N/A,N/A,N/A,N/A,
opnsense,7eb5bf21-1870-414b-ba5d-d84d1c203208,Mail server outbound to WAN,44,True,allow,4,lan,N/A,lan,N/A,192.168.230.101/32,False,50210,False,any,False,5432,N/A,tcp,PostgreSQL,always,True,N/A,N/A,N/A,N/A,
opnsense,639b263f-9c11-4ca9-8c68-9d27ef3c4cb7,VPN connection to WAN,45,True,deny,4,vpn,N/A,vpn,N/A,192.168.23.224/28,False,any,False,193.205.52.79/32,False,69,N/A,udp,TFTP,always,True,N/A,N/A,N/A,N/A,
opnsense,4b4277ea-af53-44ff-aa2a-2ffe765ef9c7,Drop Management to LAN,46,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.125/32,False,30329,False,192.168.52.0/22,False,21,N/A,tcp,FTP,always,True,N/A,N/A,N/A,N/A,
opnsense,ddfcaaec-d6d1-4174-98e9-a1052e704c50,any inbound from LAN,47,True,allow,6,lan,N/A,lan,N/A,any,False,any,False,fd82:7b21:c59a:1:665f:6272:6281:adbd,False,23,N/A,tcp,Telnet,always,True,N/A,N/A,N/A,N/A,
opnsense,a40b09f7-f4f5-4837-8e16-8219d275ec54,Inspect Mail server traffic to any,48,True,allow,4,wan,N/A,wan,N/A,22.150.177.87/32,False,any,False,93.104.70.10/32,False,636,N/A,tcp,LDAPS,always,True,N/A,N/A,N/A,N/A,
opnsense,8ab69dcd-1e99-4b50-bfd1-9ae3ec3c1fac,WAN to LAN,49,True,allow,4,wan,N/A,wan,N/A,any,False,any,False,192.168.67.150/32,False,389,N/A,tcp,LDAP,always,False,N/A,N/A,N/A,N/A,
opnsense,1926fc54-cd93-499c-9589-d075a2bfdb4b,WAN access to NTP Server,50,True,allow,4,wan,N/A,wan,N/A,64.252.157.10/32,False,any,False,19.108.97.247/32,True,27017,N/A,tcp,MongoDB,always,True,N/A,N/A,N/A,N/A,
opnsense,0256eac9-4268-4608-9dae-81f83bed4f6c,Block VPN to CCTV system,51,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.16/28,False,59343,False,176.212.203.227/32,False,1024-65535,N/A,tcp,HIGH_PORTS,always,True,N/A,N/A,N/A,N/A,
opnsense,b4c02229-e266-4b70-962b-07e5c1734f62,Dev team inbound from Management network,52,True,allow,4,wan,N/A,wan,N/A,any,False,any,False,85.26.57.126/32,False,389,N/A,tcp,LDAP,always,True,N/A,N/A,N/A,N/A,
opnsense,cb52ce9a-0dd8-4557-9b65-2d035c66f648,Inspect WAN traffic to any,53,True,allow,4,wan,N/A,wan,N/A,any,False,any,False,"155.190.139.254/32,187.197.204.33/32",False,389,N/A,tcp,LDAP,always,True,N/A,N/A,N/A,N/A,
opnsense,42b4c670-6917-409e-a241-28a173ec07c7,external partners access from Monitoring system,54,True,allow,4,mgmt,N/A,mgmt,N/A,"192.168.100.176/28,192.168.100.35-192.168.100.39",False,any,False,any,False,69,N/A,udp,TFTP,always,True,N/A,N/A,N/A,N/A,
opnsense,58ae13cf-7eea-45db-8b43-15c16258ff4b,Permit LAN to Mail Server,55,False,deny,4,lan,N/A,lan,N/A,192.168.84.0/24,False,any,False,183.73.15.162/32,False,443,N/A,tcp,HTTPS,always,False,N/A,N/A,N/A,N/A,
opnsense,60d64306-fa83-403d-9b04-909a6bed0924,Permit any to LAN,56,True,allow,4,lan,N/A,lan,N/A,16.250.250.36/32,False,any,False,192.168.0.0/18,False,1024-65535,N/A,tcp,HIGH_PORTS,always,False,N/A,N/A,N/A,N/A,
opnsense,0c62d055-08d0-486e-b0e9-681a12588270,DMZ access from WAN,57,True,deny,4,wan,N/A,wan,N/A,any,False,48575,False,any,False,5900,N/A,tcp,VNC,always,True,N/A,N/A,N/A,N/A,
opnsense,540067f8-b1c7-4ce4-82c5-d9fa2b67fdc9,Restrict Partners access to DMZ,58,True,allow,4,wan,N/A,wan,N/A,any,False,any,False,172.16.10.178/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,N/A,N/A,N/A,
opnsense,9ddc586d-b858-4487-96d3-56701109e71b,Block DB severs to Active Directory,59,True,allow,4,wan,N/A,wan,N/A,185.107.73.195/32,False,any,False,192.168.40.182-192.168.40.187,False,993,N/A,tcp,IMAP_SSL,always,False,N/A,N/A,N/A,N/A,
opnsense,9ec48f8b-468c-45e6-937e-c1006e5929be,HR department connection to WAN,60,True,allow,4,lan,N/A,lan,N/A,192.168.96.0/19,False,any,False,77.144.214.205/32,False,1433,N/A,tcp,MSSQL,always,False,N/A,N/A,N/A,N/A,
opnsense,c0dde6dd-9903-4229-a2e2-0726f3047e79,Restrict DMZ access to VPN Gateway,61,True,allow,4,lan,N/A,lan,N/A,192.168.228.0/22,True,33235,False,172.16.10.117/32,True,25,N/A,tcp,SMTP,always,True,N/A,N/A,N/A,N/A,
opnsense,dbd85e00-061e-44a4-a19c-f4a863b1a068,Inspect Backup agents traffic to any,62,True,allow,4,wan,N/A,wan,N/A,42.38.174.101/32,True,any,False,145.161.68.125/32,True,162,N/A,udp,SNMP_TRAP,always,True,N/A,N/A,N/A,N/A,
opnsense,829e6e61-7cc8-4e2c-b28e-150b167598e9,Block VPN except to DMZ,63,False,deny,6,vpn,N/A,vpn,N/A,fd82:7b21:c59a:23:632e:f686:92c2:6259,False,any,False,fd82:7b21:c59a:10:638:d195:947f:9a53,False,5432,N/A,tcp,PostgreSQL,always,True,N/A,N/A,N/A,N/A,
opnsense,70184bd1-267a-4ab0-b65a-9770bb599267,Internet access from Branch office,64,True,deny,4,mgmt,N/A,mgmt,N/A,"192.168.100.31/32,192.168.100.224/27",False,any,False,210.151.37.230/32,False,1024-65535,N/A,tcp,HIGH_PORTS,always,True,N/A,N/A,N/A,N/A,
opnsense,7126d059-a254-4319-ba6f-b39dfd12bb62,Deny VPN users from DNS Server,65,False,deny,4,wan,N/A,wan,N/A,47.7.186.176/32,False,any,False,any,False,389,N/A,tcp,LDAP,always,False,N/A,N/A,N/A,N/A,
opnsense,685e1a00-759c-4689-8eb5-616dc673c340,Allow Monitoring system connect to WAN,66,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.175/32,False,any,False,165.63.248.224/32,False,445,N/A,tcp,SMB,always,False,N/A,N/A,N/A,N/A,
opnsense,20770e7b-187e-414d-a5f4-9d34b96ca8b7,LAN to SAP servers except DB Server,67,True,allow,4,lan,N/A,lan,N/A,192.168.114.174/32,False,any,False,any,False,1024-65535,N/A,tcp,HIGH_PORTS,always,True,N/A,N/A,N/A,N/A,
opnsense,6f9e14a9-6187-4072-91d8-32c16daded9a,Allow Support team connect to DMZ,68,True,allow,4,wan,N/A,wan,N/A,116.97.223.8/32,False,any,False,"172.16.10.144/28,172.16.10.160/28",True,8080,N/A,tcp,HTTP_ALT,always,False,N/A,N/A,N/A,N/A,
opnsense,24ac615b-6ca6-406d-bd2c-0ecd8dfe4624,Inspect IoT devices traffic to VPN,69,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.253/32,False,11147,False,192.168.23.153/32,False,53,N/A,tcp/udp,DNS,always,False,N/A,N/A,N/A,N/A,
opnsense,046fc853-76f8-46bc-a969-05f16045613b,Allow any to Monitoring,70,True,allow,4,lan,N/A,lan,N/A,any,False,any,False,any,False,5060,N/A,udp,SIP,always,False,N/A,N/A,N/A,N/A,
opnsense,f54280a7-26a4-4af2-8f26-e548ac16d584,any to Monitoring except Backup servers,71,True,allow,4,lan,N/A,lan,N/A,any,False,28466,False,192.168.100.64/26,False,3389,N/A,tcp,RDP,always,False,N/A,N/A,N/A,N/A,
opnsense,24f71877-7b9b-4dbc-ad5e-ee70764161c6,Publish DMZ in Internet,72,True,allow,4,lan,N/A,lan,N/A,"192.168.243.0/24,192.168.95.243/32",False,any,False,172.16.10.16/28,False,any,N/A,any,any,always,False,N/A,N/A,N/A,N/A,
opnsense,8a816278-114c-4fd2-9983-b9c91d56698f,Guest network to all servers except DB Server,73,True,deny,4,vpn,N/A,vpn,N/A,"192.168.23.0/25,192.168.23.240/28",False,any,False,133.64.189.19/32,False,53,N/A,tcp/udp,DNS,always,True,N/A,N/A,N/A,N/A,
opnsense,0b2a38e4-2cd1-4eb0-8b4a-227575d69597,DB servers to DNS Server,74,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.1-192.168.23.21,False,any,False,192.168.23.56/32,False,443,N/A,tcp,HTTPS,always,True,N/A,N/A,N/A,N/A,
opnsense,0212b11e-1b4c-4e60-8063-64622c640e8a,DMZ inbound from LAN,75,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.112/28,False,any,False,"192.168.104.0/22,192.168.232.0/21",False,any,N/A,icmp,ICMP-PING,always,False,N/A,N/A,N/A,N/A,
opnsense,c66eb367-26fe-47ec-84f0-1929f4eb0011,Publish WAN for Monitoring system,76,True,deny,4,lan,N/A,lan,N/A,any,False,any,False,any,False,53,N/A,tcp/udp,DNS,always,False,N/A,N/A,N/A,N/A,
opnsense,cf298944-8cc4-42c7-a2ce-43995a40ce3c,any outbound to printer network,77,True,allow,4,lan,N/A,lan,N/A,any,False,any,False,any,False,389,N/A,tcp,LDAP,always,True,N/A,N/A,N/A,N/A,
opnsense,607a5e2f-f9be-461d-84d7-651f8c26f514,Remote users outbound to Management network,78,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.206/32,True,any,False,192.168.100.0/25,True,636,N/A,tcp,LDAPS,always,True,N/A,N/A,N/A,N/A,
opnsense,2262b21a-73c6-41b4-bc4a-d327e131f74f,Block any except to CCTV system,79,True,allow,both,lan,N/A,lan,N/A,any,False,any,False,"192.168.23.76/32,fd82:7b21:c59a:23::/64",False,any,N/A,any,any,always,True,N/A,N/A,N/A,N/A,
opnsense,9ab6c08b-1e8e-4692-b9e0-1b1db96bbad8,Permit IoT devices to MGMT,80,False,allow,4,wan,N/A,wan,N/A,any,False,any,False,192.168.100.201/32,True,9200,N/A,tcp,Elasticsearch,always,True,N/A,N/A,N/A,N/A,
opnsense,0d016588-79db-422a-a452-11569424f053,Finance team inbound from DMZ,81,True,allow,4,lan,N/A,lan,N/A,any,False,any,False,172.16.10.62/32,False,8443,N/A,tcp,HTTPS_ALT,always,True,N/A,N/A,N/A,N/A,
opnsense,dc6760dc-6c5d-4a92-847d-4f8884def0e3,Finance team reach CCTV system,82,True,allow,4,mgmt,N/A,mgmt,N/A,any,False,any,False,any,False,161,N/A,udp,SNMP,always,False,N/A,N/A,N/A,N/A,
opnsense,57b89920-88a5-46e0-ac5d-5c1b8540210c,Allow Partners connect to internal network,83,True,allow,4,mgmt,N/A,mgmt,N/A,any,False,any,False,192.168.23.52/32,False,1024-65535,N/A,udp,HIGH_PORTS,always,False,N/A,N/A,N/A,N/A,
opnsense,a0876191-4d6e-4b64-8c05-d821f7c003de,LAN to SAP servers except Backup servers,84,True,deny,4,lan,N/A,lan,N/A,"192.168.144.42-192.168.144.52,192.168.104.143/32",False,any,False,any,False,1812-1813,N/A,udp,RADIUS,always,True,N/A,N/A,N/A,N/A,
opnsense,397fb4c9-27f6-46e4-9f39-17f0ee70f84d,Drop MGMT to Dev environment,85,True,allow,4,mgmt,N/A,mgmt,N/A,192.168.100.19/32,False,any,False,217.122.29.214/32,True,8000-8999,N/A,tcp,HTTP_RANGE,always,True,N/A,N/A,N/A,N/A,
opnsense,326cbffc-4828-45e1-b14d-ade3b7e01d28,any  outbound to DMZ,86,True,deny,4,lan,N/A,lan,N/A,"184.228.174.50/32,151.74.120.24/32",False,any,False,172.16.10.128/26,False,8080,N/A,tcp,HTTP_ALT,always,False,N/A,N/A,N/A,N/A,
opnsense,43ea8f19-58ba-485d-98ac-d034f8c8c038,Remote users access to WAN,87,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.192/26,False,any,False,47.85.100.140/32,False,any,N/A,ip,IPSec-ESP,always,True,N/A,N/A,N/A,N/A,
opnsense,9bfd53dd-c318-43d5-b05f-e5ce28f4a7f0,WAN to DMZ except DB Server,88,True,deny,4,wan,N/A,wan,N/A,"56.204.73.206/32,66.225.33.199/32",False,21160,False,172.16.10.0/28,False,1024-65535,N/A,udp,HIGH_PORTS,always,False,N/A,N/A,N/A,N/A,
opnsense,12b77d18-a8cb-458f-af1b-778419b9d513,Restrict DMZ access to VPN 2,89,True,deny,4,dmz,N/A,dmz,N/A,172.16.10.64/28,False,any,False,any,False,21,N/A,tcp,FTP,always,False,N/A,N/A,N/A,N/A,
opnsense,af373f2a-d418-417a-98d6-f5418737213b,Restrict WAN access to NTP Server,90,True,allow,4,wan,N/A,wan,N/A,139.94.224.215/32,True,any,False,any,False,8443,N/A,tcp,HTTPS_ALT,always,True,N/A,N/A,N/A,N/A,
opnsense,fd26707a-89fc-4a87-9f22-3858a6be8912,MGMT to Monitoring,91,True,allow,4,mgmt,N/A,mgmt,N/A,192.168.100.166/32,False,any,False,192.168.100.112/28,False,25,N/A,tcp,SMTP,always,True,N/A,N/A,N/A,N/A,
opnsense,c2f8ee08-5466-4367-83f4-67b2eb930e30,Drop DMZ to VPN,92,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.175-172.16.10.177,False,any,False,192.168.23.136/32,False,any,N/A,any,any,always,False,N/A,N/A,N/A,N/A,
opnsense,fb0d7d67-b1a0-4604-a888-aeaafd215778,Allow VPN to LAN,93,True,allow,4,vpn,N/A,vpn,N/A,192.168.23.135/32,False,33168,False,192.168.58.94/32,False,636,N/A,tcp,LDAPS,always,False,N/A,N/A,N/A,N/A,
opnsense,909a55de-d758-4639-98d0-fb712ed1dd5c,Publish MGMT in Ineternet,94,True,deny,4,lan,N/A,lan,N/A,192.168.58.8/32,False,any,False,192.168.100.208/28,False,443,N/A,tcp,HTTPS,always,True,N/A,N/A,N/A,N/A,
opnsense,09ca2c36-1632-477e-969f-c7703372c37a,Inspect Branch office traffic to Internet,95,False,allow,4,dmz,N/A,dmz,N/A,any,False,any,False,144.146.220.224/32,False,443,N/A,tcp,HTTPS,always,False,N/A,N/A,N/A,N/A,
opnsense,087a3fa4-534a-4daf-a951-d4b17f1222b3,Drop WAN to DMZ,96,True,allow,4,wan,N/A,wan,N/A,"95.117.26.157/32,48.217.66.191/32",False,any,False,172.16.10.253/32,False,53,N/A,tcp/udp,DNS,always,True,N/A,N/A,N/A,N/A,
opnsense,1e2f7c7c-0678-42db-b2b8-e6fcad3d8293,Deny Management from Management network,97,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.182-172.16.10.190,False,any,False,192.168.100.233/32,False,636,N/A,tcp,LDAPS,always,True,N/A,N/A,N/A,N/A,
opnsense,de1f77b7-4f69-4175-b313-d34ffc0a8430,Publish WAN in Internet,98,True,allow,4,dmz,N/A,dmz,N/A,172.16.10.24-172.16.10.32,False,any,False,137.145.118.235/32,False,5060,N/A,udp,SIP,always,True,N/A,N/A,N/A,N/A,
opnsense,786dbd93-53ea-4afa-bd0d-a8b873c547d5,DMZ access to any,99,True,allow,4,lan,N/A,lan,N/A,192.168.22.99/32,False,any,False,136.205.245.92/32,False,443,N/A,tcp,HTTPS,always,False,N/A,N/A,N/A,N/A,
opnsense,658fc2ab-ce93-4d5e-b93f-72945e8c1773,MGMT to LAN,100,True,allow,4,mgmt,N/A,mgmt,N/A,any,False,any,False,any,False,9200,N/A,tcp,Elasticsearch,always,True,N/A,N/A,N/A,N/A,
opnsense,fa989f1c-8481-4a47-8175-ff6a8ba9a1a6,Inspect Monitoring system traffic to Firewall,101,True,deny,6,lan,N/A,lan,N/A,2b68:a1b8:71c4::1,False,any,False,any,False,80,N/A,tcp,WEB,always,False,N/A,N/A,N/A,N/A,
opnsense,e9e1004c-a6ad-46de-b9b4-a50722c7ad4a,VPN to Staging servers,102,True,allow,6,vpn,N/A,vpn,N/A,fd82:7b21:c59a:23::/64,False,any,False,any,False,53,N/A,tcp/udp,DNS,always,False,N/A,N/A,N/A,N/A,
