vendor,rule_id,rule_name,seq,enabled,action,ip_version,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,schedule,log,nat_related,app_id,user_id,icmp_type,notes
ipimen,24,MGMT outbound to any,24,False,allow,4,MGMT,any,MGMT,any,"192.168.100.208/28,192.168.100.146-192.168.100.150",False,any,False,188.25.236.108/32,False,any,False,icmp,ICMP-PING,always,True,False,any,any,N/A,
ipimen,25,WAN reach PLC network,25,True,allow,4,WAN,DMZ,WAN,DMZ,any,False,any,False,172.16.10.184/32,False,389,False,tcp,LDAP,always,False,False,P2P,any,N/A,
ipimen,26,LAN to printer network except Production servers,26,True,allow,4,LAN,DMZ,LAN,DMZ,"192.168.23.218-192.168.23.222,192.168.250.44/32,any",False,any,False,172.16.10.80/28,False,any,False,ip,IPSec-ESP,always,True,False,P2P,user3,N/A,
ipimen,27,DMZ outbound to MGMT,27,False,allow,4,DMZ,MGMT,DMZ,MGMT,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,False,tcp,WEB,always,False,False,Game,any,N/A,
ipimen,28,Inspect anyy traffic to MGMT,28,True,allow,4,any,MGMT,any,MGMT,any,False,any,False,192.168.100.190/32,False,53,False,TCP/UDP,DNS,always,True,False,any,ops.engineer,N/A,Temp rule pending review
ipimen,29,Publish VPN Gateway in Internet,29,False,deny,6,MGMT,any,MGMT,any,"fd82:7b21:c59a:99::/64,any",True,any,False,any,False,445,False,tcp,SMB,always,False,False,Proxy,sysadmin,N/A,
ipimen,30,LAN to Firewall except HR system,30,False,allow,4,LAN,any,LAN,any,"192.168.192.0/20,any",False,any,False,"217.214.230.242/32,105.116.131.30/32",False,3389,False,tcp,RDP,always,False,False,P2P,web.admin,N/A,
ipimen,31,Publish any for WAN,31,True,allow,4,MGMT,any,MGMT,any,"192.168.100.171/32,any",False,any,False,134.236.149.26/32,False,27017,False,tcp,MongoDB,always,False,False,Proxy,jane.doe,N/A,
ipimen,32,Allow any to Backup server,32,True,allow,4,any,WAN,any,WAN,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,False,tcp,SMTP,always,True,False,any,any,N/A,
ipimen,33,Mail server outbound to SAP servers,33,True,deny,4,LAN,WAN,LAN,WAN,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,False,icmp,ICMP-PING,always,True,False,any,any,N/A,Requested by NOC
ipimen,34,WAN connection to NTP Server,34,False,allow,4,WAN,DMZ,WAN,DMZ,any,False,any,False,"any,172.16.10.192/32",False,any,False,ip,IPSec-ESP,always,True,False,any,any,N/A,See change #6662 for details
ipimen,35,Block any except to Monitoring,35,True,allow,4,any,LAN,any,LAN,any,False,any,False,192.168.149.170/32,False,179,False,tcp,BGP,always,True,False,Video/Audio,any,N/A,
ipimen,36,Publish Company network in Internet,36,True,allow,4,any,WAN,any,WAN,any,False,any,False,any,False,1812-1813,False,udp,RADIUS,always,False,False,Video/Audio,any,N/A,
ipimen,37,Drop Backup agents to Internet,37,False,allow,4,DMZ,any,DMZ,any,any,False,any,False,any,False,5900,False,tcp,VNC,always,True,False,any,"it.admin,backup.user,test.user",N/A,
ipimen,38,MGMT conection to WAN,38,True,allow,4,MGMT,WAN,MGMT,WAN,"192.168.100.60/32,any",False,any,False,33.204.175.210/32,False,22,False,tcp,SSH,always,True,False,Video/Audio,"admin,backup.user,network.admin",N/A,
ipimen,39,Internal users connection to NTP Server,39,True,allow,4,VPN,MGMT,VPN,MGMT,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,False,TCP/UDP,SIP,always,False,False,P2P,any,N/A,
ipimen,40,Backup agents to PLC network except DB Server,40,True,allow,4,MGMT,any,MGMT,any,any,False,any,False,"any,127.221.63.197/32",False,22,False,tcp,SSH,always,True,False,Proxy,any,N/A,
ipimen,41,Allow Finance team connect to MGMT,41,False,allow,4,VPN,MGMT,VPN,MGMT,"any,192.168.23.144/28",False,any,False,192.168.100.224/27,False,any,False,any,any,always,True,False,any,any,N/A,
ipimen,42,VPN inbound from ERP system,42,True,allow,4,VPN,any,VPN,any,"192.168.23.222/32,192.168.23.124/32,any",False,any,False,any,False,80,True,tcp,HTTP,always,True,False,any,jane.doe,N/A,
ipimen,43,Publish DMZ for MGMT,43,True,deny,4,MGMT,DMZ,MGMT,DMZ,"192.168.100.128/26,any",False,any,False,172.16.10.220/32,False,389,False,tcp,LDAP,always,False,False,any,support.user,N/A,
ipimen,44,Mail server outbound to WAN,44,True,allow,4,LAN,WAN,LAN,WAN,192.168.230.101/32,False,any,False,any,False,5432,False,tcp,PostgreSQL,always,True,False,any,any,N/A,
ipimen,45,VPN connection to WAN,45,True,deny,4,VPN,WAN,VPN,WAN,"192.168.23.224/28,any",False,any,False,193.205.52.79/32,False,69,False,udp,TFTP,always,True,False,any,admin,N/A,
ipimen,46,Drop Management to LAN,46,True,allow,4,DMZ,LAN,DMZ,LAN,"172.16.10.125/32,any",False,any,False,192.168.52.0/22,False,21,False,tcp,FTP,always,True,False,Business,db.admin,N/A,Temp rule pending review
ipimen,47,any inbound from LAN,47,True,allow,6,any,LAN,any,LAN,any,False,any,False,fd82:7b21:c59a:1:665f:6272:6281:adbd/32,False,23,False,tcp,Telnet,always,True,False,any,any,N/A,
ipimen,48,Inspect Mail server traffic to any,48,True,allow,4,WAN,any,WAN,any,22.150.177.87/32,False,any,False,93.104.70.10/32,False,636,False,tcp,LDAPS,always,True,False,any,any,N/A,
ipimen,49,WAN to LAN,49,True,allow,4,WAN,LAN,WAN,LAN,any,False,any,False,192.168.67.150/32,False,389,False,tcp,LDAP,always,False,False,Business,"admin,backup.user,web.admin",N/A,
ipimen,50,WAN access to NTP Server,50,True,allow,4,WAN,any,WAN,any,64.252.157.10/32,False,any,False,19.108.97.247/32,True,27017,False,tcp,MongoDB,always,True,False,any,any,N/A,Allow for SSL inspection bypass
ipimen,51,Block VPN to CCTV system,51,True,allow,4,VPN,WAN,VPN,WAN,"192.168.23.16/28,any",False,any,False,176.212.203.227/32,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,True,False,Business,"tco,sysadmin,john.doe",N/A,
ipimen,52,Dev team inbound from Management network,52,True,allow,4,WAN,any,WAN,any,any,False,any,False,85.26.57.126/32,False,389,False,tcp,LDAP,always,True,False,Business,any,N/A,Emergency access — Apr 1
ipimen,53,Inspect WAN traffic to any,53,True,allow,4,WAN,any,WAN,any,any,False,any,False,"155.190.139.254/32,187.197.204.33/32",False,389,False,tcp,LDAP,always,True,False,any,john.doe,N/A,
ipimen,54,external partners access from Monitoring system,54,True,allow,4,MGMT,WAN,MGMT,WAN,"192.168.100.176/28,192.168.100.35-192.168.100.39",False,any,False,any,False,69,False,udp,TFTP,always,True,False,Business,any,N/A,
ipimen,55,Permit LAN to Mail Server,55,False,deny,4,LAN,any,LAN,any,192.168.84.0/24,False,any,False,183.73.15.162/32,False,443,False,tcp,HTTPS,always,False,False,Video/Audio,any,N/A,Approved by security team
ipimen,56,Permit any to LAN,56,True,allow,4,any,LAN,any,LAN,16.250.250.36/32,False,any,False,192.168.0.0/18,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,False,False,any,any,N/A,
ipimen,57,DMZ access from WAN,57,True,deny,4,WAN,DMZ,WAN,DMZ,any,False,any,False,any,False,5900,False,tcp,VNC,always,True,False,P2P,web.admin,N/A,DO NOT DELETE — critical
ipimen,58,Restrict Partners access to DMZ,58,True,allow,4,WAN,DMZ,WAN,DMZ,any,False,any,False,172.16.10.178/32,False,any,False,icmp,ICMP-PING,always,True,False,any,any,N/A,Blocking known bad IPs
ipimen,59,Block DB severs to Active Directory,59,True,allow,4,WAN,LAN,WAN,LAN,185.107.73.195/32,False,any,False,192.168.40.182-192.168.40.187,False,993,False,tcp,IMAP-SSL,always,False,False,P2P,any,N/A,Updated by it_ops on Nov 2
ipimen,60,HR department connection to WAN,60,True,allow,4,LAN,WAN,LAN,WAN,"192.168.96.0/19,any",False,any,False,77.144.214.205/32,False,1433,False,TCP/UDP,MSSQL,always,False,False,Business,"web.admin,infosec.officer",N/A,
ipimen,61,Restrict DMZ access to VPN Gateway,61,True,allow,4,LAN,DMZ,LAN,DMZ,192.168.228.0/22,True,any,False,172.16.10.117/32,True,25,False,tcp,SMTP,always,True,False,any,any,N/A,Monitoring hook
ipimen,62,Inspect Backup agents traffic to any,62,True,allow,4,WAN,any,WAN,any,"42.38.174.101/32,any",True,any,False,145.161.68.125/32,True,162,False,udp,N/A,always,True,False,any,"admin,backup.user,network.admin,user1",N/A,
ipimen,63,Block VPN except to DMZ,63,False,deny,6,VPN,DMZ,VPN,DMZ,fd82:7b21:c59a:23:632e:f686:92c2:6259/32,False,any,False,fd82:7b21:c59a:10:638:d195:947f:9a53/32,False,5432,False,tcp,PostgreSQL,always,True,False,Video/Audio,any,N/A,
ipimen,64,Internet access from Branch office,64,True,deny,4,MGMT,WAN,MGMT,WAN,"192.168.100.31/32,192.168.100.224/27",False,any,False,210.151.37.230/32,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,True,False,Game,any,N/A,
ipimen,65,Deny VPN users from DNS Server,65,False,deny,4,WAN,any,WAN,any,"47.7.186.176/32,any",False,any,False,any,False,389,False,tcp,LDAP,always,False,False,any,"it.admin,backup.user,test.user",N/A,Blocking known bad IPs
ipimen,66,Allow Monitoring system connect to WAN,66,True,allow,4,DMZ,WAN,DMZ,WAN,"172.16.10.175/32,any",False,any,False,165.63.248.224/32,False,445,False,tcp,SMB,always,False,False,any,john.doe,N/A,
ipimen,67,LAN to SAP servers except DB Server,67,True,allow,4,LAN,VPN,LAN,VPN,192.168.114.174/32,False,any,False,any,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,True,False,any,any,N/A,
ipimen,68,Allow Support team connect to DMZ,68,True,allow,4,WAN,DMZ,WAN,DMZ,116.97.223.8/32,False,any,False,"172.16.10.144/28,172.16.10.160/28",True,8080,False,tcp,HTTP-ALT,always,False,False,any,any,N/A,VPN fallback rule
ipimen,69,Inspect IoT devices traffic to VPN,69,True,allow,4,DMZ,VPN,DMZ,VPN,"172.16.10.253/32,any",False,any,False,192.168.23.153/32,False,53,False,TCP/UDP,DNS,always,False,False,Business,noc.operator,N/A,
ipimen,70,Allow any to Monitoring,70,True,allow,4,any,any,any,any,any,False,any,False,any,False,5060,False,TCP/UDP,SIP,always,False,False,any,"tco,sysadmin",N/A,
ipimen,71,any to Monitoring except Backup servers,71,True,allow,4,any,MGMT,any,MGMT,any,False,any,False,192.168.100.64/26,False,3389,False,tcp,RDP,always,False,False,Social-Media,manager,N/A,Annual review pending
ipimen,72,Publish DMZ in Internet,72,True,allow,4,LAN,DMZ,LAN,DMZ,"192.168.243.0/24,192.168.95.243/32",False,any,False,172.16.10.16/28,False,any,False,any,any,always,False,False,any,any,N/A,
ipimen,73,Guest network to all servers except DB Server,73,True,deny,4,VPN,any,VPN,any,"192.168.23.0/25,192.168.23.240/28",False,any,False,133.64.189.19/32,False,53,True,TCP/UDP,DNS,always,True,False,any,any,N/A,
ipimen,74,DB servers to DNS Server,74,True,allow,4,VPN,VPN,VPN,VPN,192.168.23.1-192.168.23.21,False,any,False,192.168.23.56/32,False,443,False,tcp,HTTPS,always,True,False,P2P,any,N/A,
ipimen,75,DMZ inbound from LAN,75,True,allow,4,DMZ,LAN,DMZ,LAN,172.16.10.112/28,False,any,False,"192.168.104.0/22,192.168.232.0/21",False,any,False,icmp,ICMP-PING,always,False,False,Business,any,N/A,Review in Q3 2024
ipimen,76,Publish WAN for Monitoring system,76,True,deny,4,any,WAN,any,WAN,any,False,any,False,any,False,53,False,TCP/UDP,DNS,always,False,False,Social-Media,any,N/A,Requested by Finance
ipimen,77,any outbound to printer network,77,True,allow,4,any,MGMT,any,MGMT,any,False,any,False,any,False,389,False,tcp,LDAP,always,True,False,any,ops.engineer,N/A,Blocking known bad IPs
ipimen,78,Remote users outbound to Management network,78,True,allow,4,VPN,MGMT,VPN,MGMT,192.168.23.206/32,True,any,False,192.168.100.0/25,True,636,False,tcp,LDAPS,always,True,False,Business,any,N/A,
ipimen,79,Block any except to CCTV system,79,True,allow,both,any,VPN,any,VPN,any,False,any,False,"192.168.23.76/32,fd82:7b21:c59a:23::/64",False,any,False,any,any,always,True,False,Video/Audio,"backup.user,network.admin,user1,admin",N/A,Review in Q2 2024
ipimen,80,Permit IoT devices to MGMT,80,False,allow,4,WAN,MGMT,WAN,MGMT,any,False,any,False,192.168.100.201/32,True,9200,False,tcp,Elasticsearch,always,True,False,any,any,N/A,
ipimen,81,Finance team inbound from DMZ,81,True,allow,4,any,DMZ,any,DMZ,any,False,any,False,172.16.10.62/32,False,8443,False,tcp,HTTPS-ALT,always,True,False,any,any,N/A,
ipimen,82,Finance team reach CCTV system,82,True,allow,4,MGMT,WAN,MGMT,WAN,any,False,any,False,any,False,161,False,udp,SNMP,always,False,False,any,any,N/A,
ipimen,83,Allow Partners connect to internal network,83,True,allow,4,MGMT,VPN,MGMT,VPN,any,False,any,False,192.168.23.52/32,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,False,False,any,any,N/A,Added per ticket #6820
ipimen,84,LAN to SAP servers except Backup servers,84,True,deny,4,LAN,WAN,LAN,WAN,"192.168.144.42-192.168.144.52,192.168.104.143/32,any",False,any,False,any,False,1812-1813,False,udp,RADIUS,always,True,False,Social-Media,"tco,sysadmin",N/A,Added per ticket #9813
ipimen,85,Drop MGMT to Dev environment,85,True,allow,4,MGMT,any,MGMT,any,"192.168.100.19/32,any",False,any,False,217.122.29.214/32,True,8000-8999,False,tcp,HTTP-RANGE,always,True,False,P2P,helpdesk,N/A,
ipimen,86,any  outbound to DMZ,86,True,deny,4,any,DMZ,any,DMZ,"184.228.174.50/32,151.74.120.24/32",False,any,False,172.16.10.128/26,False,8080,False,tcp,HTTP-ALT,always,False,False,any,any,N/A,
ipimen,87,Remote users access to WAN,87,True,allow,4,VPN,WAN,VPN,WAN,192.168.23.192/26,False,any,False,47.85.100.140/32,False,any,False,ip,IPSec-ESP,always,True,False,Game,any,N/A,
ipimen,88,WAN to DMZ except DB Server,88,True,deny,4,WAN,DMZ,WAN,DMZ,"56.204.73.206/32,66.225.33.199/32,any",False,any,False,172.16.10.0/28,False,1024-65535,False,TCP/UDP,HIGH-PORTS,always,False,False,any,john.doe,N/A,
ipimen,89,Restrict DMZ access to VPN 2,89,True,deny,4,DMZ,VPN,DMZ,VPN,"172.16.10.64/28,any",False,any,False,any,False,21,False,tcp,FTP,always,False,False,Business,"it.admin,backup.user,test.user",N/A,
ipimen,90,Restrict WAN access to NTP Server,90,True,allow,4,WAN,MGMT,WAN,MGMT,139.94.224.215/32,True,any,False,any,False,8443,False,tcp,HTTPS-ALT,always,True,False,any,any,N/A,
ipimen,91,MGMT to Monitoring,91,True,allow,4,MGMT,MGMT,MGMT,MGMT,"192.168.100.166/32,any",False,any,False,192.168.100.112/28,False,25,False,tcp,SMTP,always,True,False,any,admin,N/A,
ipimen,92,Drop DMZ to VPN,92,True,allow,4,DMZ,VPN,DMZ,VPN,172.16.10.175-172.16.10.177,False,any,False,192.168.23.136/32,False,any,False,any,any,always,False,False,any,any,N/A,
ipimen,93,Allow VPN to LAN,93,True,allow,4,VPN,LAN,VPN,LAN,192.168.23.135/32,False,any,False,192.168.58.94/32,False,636,False,tcp,LDAPS,always,False,False,Game,any,N/A,
ipimen,94,Publish MGMT in Ineternet,94,True,deny,4,LAN,MGMT,LAN,MGMT,"192.168.58.8/32,any",False,any,False,192.168.100.208/28,False,443,False,tcp,HTTPS,always,True,False,any,"backup.user,network.admin,user1",N/A,
ipimen,95,Inspect Branch office traffic to Internet,95,False,allow,4,DMZ,WAN,DMZ,WAN,any,False,any,False,144.146.220.224/32,False,443,False,tcp,HTTPS,always,False,False,any,any,N/A,
ipimen,96,Drop WAN to DMZ,96,True,allow,4,WAN,DMZ,WAN,DMZ,"95.117.26.157/32,48.217.66.191/32,any",False,any,False,172.16.10.253/32,False,53,False,TCP/UDP,DNS,always,True,False,any,"admin,backup.user",N/A,Requested by Finance
ipimen,97,Deny Management from Management network,97,True,allow,4,DMZ,MGMT,DMZ,MGMT,"172.16.10.182-172.16.10.190,any",False,any,False,192.168.100.233/32,False,636,False,tcp,LDAPS,always,True,False,Proxy,user1,N/A,Blocking known bad IPs
ipimen,98,Publish WAN in Internet,98,True,allow,4,DMZ,WAN,DMZ,WAN,"172.16.10.24-172.16.10.32,any",False,any,False,137.145.118.235/32,False,5060,False,TCP/UDP,SIP,always,True,False,Social-Media,"tco,sysadmin",N/A,
ipimen,99,DMZ access to any,99,True,allow,4,LAN,any,LAN,any,192.168.22.99/32,False,any,False,136.205.245.92/32,False,443,False,tcp,HTTPS,always,False,False,Video/Audio,any,N/A,Approved by security team
ipimen,100,MGMT to LAN,100,True,allow,4,MGMT,LAN,MGMT,LAN,any,False,any,False,any,False,9200,False,tcp,Elasticsearch,always,True,False,P2P,"tco,sysadmin,manager",N/A,
ipimen,101,Inspect Monitoring system traffic to Firewall,101,True,deny,6,any,WAN,any,WAN,2b68:a1b8:71c4::1/32,False,any,False,any,False,80,False,tcp,WEB,always,False,False,Game,any,N/A,
ipimen,102,VPN to Staging servers,102,True,allow,6,VPN,any,VPN,any,fd82:7b21:c59a:23::/64,False,any,False,any,False,53,False,TCP/UDP,DNS,always,False,False,any,any,N/A,Monitoring hook
ipimen,103,WAN access to DB Server,103,True,deny,4,DMZ,LAN,DMZ,LAN,"172.16.10.52/32,any",False,any,False,192.168.166.49/32,True,1433,False,TCP/UDP,MSSQL,always,True,False,any,web.admin,N/A,Temporary access for audit
ipimen,104,Inspect Support team traffic to PLC network,104,True,allow,4,LAN,MGMT,LAN,MGMT,192.168.210.0/24,False,any,False,any,False,5432,False,tcp,PostgreSQL,always,False,False,Game,any,N/A,
ipimen,105,Drop DB servers to MGMT,105,True,allow,6,LAN,MGMT,LAN,MGMT,fd82:7b21:c59a:1::/64,False,any,False,fd82:7b21:c59a:99:d2da:b5e4:f0ed:fac8/32,True,636,False,tcp,LDAPS,always,False,False,any,any,N/A,
ipimen,106,IoT devices to DMZ,106,True,allow,4,MGMT,DMZ,MGMT,DMZ,192.168.100.32/28,False,any,False,172.16.10.32/27,False,445,False,tcp,SMB,always,True,False,Game,any,N/A,
ipimen,107,Support team to LAN except Backup servers,107,False,allow,4,any,LAN,any,LAN,any,False,any,False,192.168.42.165-192.168.42.171,False,80,False,tcp,HTTP,always,True,False,any,admin,N/A,
ipimen,108,Allow Partners connect to DMZ,108,False,allow,4,LAN,DMZ,LAN,DMZ,"192.168.106.185/32,192.168.2.0/23",False,any,False,172.16.10.141/32,False,22,False,tcp,SSH,always,True,False,any,any,N/A,
ipimen,109,any access to MGMT,109,True,allow,4,any,MGMT,any,MGMT,any,False,any,False,192.168.100.101/32,True,any,False,any,any,always,True,False,Proxy,john.doe,N/A,Part of project migration 2024
ipimen,110,Permit LAN to internal network,110,True,allow,both,LAN,VPN,LAN,VPN,"192.168.20.0/22,fd82:7b21:c59a:1:e731:470:5a0b:5193/32",False,any,False,any,False,1433,False,TCP/UDP,MSSQL,always,True,False,any,any,N/A,
ipimen,111,Permit Internal users to VPN,111,True,allow,4,MGMT,VPN,MGMT,VPN,192.168.100.128/28,False,any,False,192.168.23.118/32,False,27017,False,tcp,MongoDB,always,True,False,any,any,N/A,
ipimen,112,Inspect DMZ traffic to any,112,True,allow,4,WAN,any,WAN,any,"191.101.251.127/32,35.240.53.214/32,any",False,any,False,59.100.234.142/32,True,3389,False,tcp,RDP,always,True,False,any,web.admin,N/A,
ipimen,113,Allow any to Dev environment,113,True,allow,4,any,VPN,any,VPN,any,False,any,False,192.168.23.108/32,False,6379,False,tcp,Redis,always,False,False,P2P,"it.admin,backup.user,test.user",N/A,Monitoring hook
ipimen,114,WAN access to DMZ,114,True,allow,4,LAN,DMZ,LAN,DMZ,"192.168.115.111-192.168.115.127,any",False,any,False,172.16.10.80/28,True,27017,False,tcp,MongoDB,always,True,False,Business,"it.admin,noc.operator,user2",N/A,
ipimen,115,Block DB servers to DMZ,115,True,allow,4,VPN,DMZ,VPN,DMZ,192.168.23.96/27,True,any,False,172.16.10.191/32,False,69,False,udp,TFTP,always,True,False,any,any,N/A,
ipimen,116,WAN to Staging servers except Finance servers,116,True,deny,4,WAN,DMZ,WAN,DMZ,"40.208.155.188/32,any",False,any,False,"172.16.10.64/28,172.16.10.26/32",False,any,False,icmp,ICMP-PING,always,False,False,any,support.user,N/A,
ipimen,117,Deny DMZ from SAP servers,117,True,deny,4,DMZ,LAN,DMZ,LAN,172.16.10.144/28,False,any,False,192.168.191.80-192.168.191.89,False,any,False,icmp,ICMP-PING,always,True,False,Video/Audio,any,N/A,
ipimen,118,Inspect Guest network traffic to DB Server,118,True,allow,both,VPN,MGMT,VPN,MGMT,"192.168.23.74/32,fd82:7b21:c59a:23:50cc:c82d:7ff9:7fc1/32",False,any,False,"192.168.100.224/28,fd82:7b21:c59a:99::/64",False,21,False,tcp,FTP,always,True,False,P2P,any,N/A,Added per ticket #4051
ipimen,119,DMZ access to VPN,119,True,allow,both,DMZ,VPN,DMZ,VPN,"172.16.10.96/28,fd82:7b21:c59a:10:3aff:ab4d:aaf5:8a4b/32,any",False,any,False,"192.168.23.192/26,fd82:7b21:c59a:23:1cf2:a135:439d:1f8c/32",False,443,False,tcp,HTTPS,always,False,False,any,user2,N/A,
ipimen,120,WAN access to any,120,True,allow,4,WAN,any,WAN,any,any,False,any,False,122.244.156.241/32,False,80,False,tcp,WEB,always,True,False,P2P,any,N/A,Part of project migration 2026
ipimen,121,Allow Backup agents connect to any,121,True,deny,4,VPN,any,VPN,any,"192.168.23.66-192.168.23.68,any",False,any,False,any,False,162,False,udp,N/A,always,True,False,Proxy,"john.doe,manager,noc.operator",N/A,
ipimen,122,Drop any to Internet,122,True,allow,4,any,LAN,any,LAN,"any,108.47.105.23/32",False,any,False,"192.168.13.81-192.168.13.90,192.168.80.0/22",True,162,False,udp,N/A,always,False,False,any,any,N/A,
