vendor,rule_id,rule_name,seq,enabled,action,ip_version,src_zone,dst_zone,src_iface,dst_iface,src_addr,src_addr_negated,src_port,src_port_negated,dst_addr,dst_addr_negated,dst_port,dst_port_negated,protocol,service,schedule,log,nat_related,app_id,user_id,icmp_type,notes
paloalto,f3265235-6ba1-4f30-a33f-0ef53cfcd2a9,IoT devices to LAN,22,True,allow,4,DMZ,LAN,N/A,N/A,"172.16.10.240/28,172.16.10.128/25",False,any,False,"192.168.48.0/20,192.168.174.0/23",False,443,N/A,tcp,HTTPS,always,False,N/A,Proxy,any,N/A,
paloalto,2ed18427-097a-4413-91c9-e430ed9b6415,Guest network outbound to VPN,23,True,deny,4,MGMT,VPN,N/A,N/A,192.168.100.160/28,False,any,False,192.168.23.169-192.168.23.175,False,1521,N/A,tcp,Oracle,always,False,N/A,any,any,N/A,Requested by HR
paloalto,7f16daae-0072-4cb4-8b78-0d5f28d059e7,MGMT outbound to any,24,False,allow,4,MGMT,any,N/A,N/A,"192.168.100.208/28,192.168.100.146-192.168.100.150",False,any,False,188.25.236.108/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,any,any,N/A,
paloalto,7a65096d-db48-460d-8d03-6b94cfb64fd3,WAN reach PLC network,25,True,allow,4,WAN,DMZ,N/A,N/A,any,False,any,False,172.16.10.184/32,False,389,N/A,tcp,LDAP,always,False,N/A,P2P,any,N/A,
paloalto,05f79e6d-ab4d-48fb-aeaf-4c34e76bbefe,LAN to printer network except Production servers,26,True,allow,4,LAN,DMZ,N/A,N/A,"192.168.23.218-192.168.23.222,192.168.250.44/32",False,any,False,172.16.10.80/28,False,any,N/A,ip,IPSec-ESP,always,True,N/A,P2P,user3,N/A,
paloalto,ec0f8502-4781-469f-8326-2ed17727db45,DMZ outbound to MGMT,27,False,allow,4,DMZ,MGMT,N/A,N/A,172.16.10.148-172.16.10.151,True,any,False,192.168.100.113/32,False,80,N/A,tcp,WEB,always,False,N/A,Game,any,N/A,
paloalto,cfa15887-c8d7-4603-833c-0b2347201fd2,Inspect anyy traffic to MGMT,28,True,allow,4,any,MGMT,N/A,N/A,any,False,any,False,192.168.100.190/32,False,53,N/A,tcp/udp,DNS,always,True,N/A,any,ops.engineer,N/A,Temp rule pending review
paloalto,efaefb56-f1a5-4cb8-bca1-d5fdf734d65b,Publish VPN Gateway in Internet,29,False,deny,6,MGMT,any,N/A,N/A,fd82:7b21:c59a:99::/64,True,any,False,any,False,445,N/A,tcp,SMB,always,False,N/A,Proxy,sysadmin,N/A,
paloalto,8dc7c381-1058-473b-9f6c-651087383ca3,LAN to Firewall except HR system,30,False,allow,4,LAN,any,N/A,N/A,192.168.192.0/20,False,any,False,"217.214.230.242/32,105.116.131.30/32",False,3389,N/A,tcp,RDP,always,False,N/A,P2P,web.admin,N/A,
paloalto,5b854f48-894a-426c-8bd0-f12726d597ff,Publish any for WAN,31,True,allow,4,MGMT,any,N/A,N/A,192.168.100.171/32,False,any,False,134.236.149.26/32,False,27017,N/A,tcp,MongoDB,always,False,N/A,Proxy,jane.doe,N/A,
paloalto,429c7c1e-a4c0-4541-8a63-e1795159a019,Allow any to Backup server,32,True,allow,4,any,WAN,N/A,N/A,6.51.62.57/32,False,any,False,46.86.220.95/32,False,25,N/A,tcp,SMTP,always,True,N/A,any,any,N/A,
paloalto,705b5b01-0a4a-42e4-b18d-ef4760e58b6a,Mail server outbound to SAP servers,33,True,deny,4,LAN,WAN,N/A,N/A,192.168.57.50-192.168.57.58,True,any,False,147.126.75.155/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,any,any,N/A,Requested by NOC
paloalto,8378a8d4-bf7c-4eb5-a7dd-13cd8001fa92,WAN connection to NTP Server,34,False,allow,4,WAN,DMZ,N/A,N/A,any,False,any,False,"any,172.16.10.192/32",False,any,N/A,ip,IPSec-ESP,always,True,N/A,any,any,N/A,See change #6662 for details
paloalto,369893e8-601f-4da4-8215-802e04ef2d1e,Block any except to Monitoring,35,True,allow,4,any,LAN,N/A,N/A,any,False,any,False,192.168.149.170/32,False,179,N/A,tcp,BGP,always,True,N/A,Video/Audio,any,N/A,
paloalto,33e8b1d9-7084-423d-96a0-573bf8cc8d27,Publish Company network in Internet,36,True,allow,both,any,WAN,N/A,N/A,any,False,any,False,any,False,1812-1813,N/A,udp,RADIUS,always,False,N/A,Video/Audio,any,N/A,
paloalto,334344d2-1109-441f-8130-0abbbddb6c23,Drop Backup agents to Internet,37,False,allow,both,DMZ,any,N/A,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,always,True,N/A,any,"backup.user,it.admin,test.user",N/A,
paloalto,0cffb4c3-69f6-49b7-b376-492e837c7c66,MGMT conection to WAN,38,True,allow,4,MGMT,WAN,N/A,N/A,192.168.100.60/32,False,any,False,33.204.175.210/32,False,22,N/A,tcp,SSH,always,True,N/A,Video/Audio,"admin,backup.user,network.admin",N/A,
paloalto,59328ad6-0baf-4265-ad5e-4ab3f98d1330,Internal users connection to NTP Server,39,True,allow,4,VPN,MGMT,N/A,N/A,192.168.23.199/32,False,any,False,192.168.100.128/25,False,5060,N/A,tcp/udp,SIP,always,False,N/A,P2P,any,N/A,
paloalto,63185292-7486-4294-b734-79e186fc7a78,Backup agents to PLC network except DB Server,40,True,allow,4,MGMT,any,N/A,N/A,any,False,any,False,"any,127.221.63.197/32",False,22,N/A,tcp,SSH,always,True,N/A,Proxy,any,N/A,
paloalto,91504a12-c085-4bb1-80af-e39ce5caceb8,Allow Finance team connect to MGMT,41,False,allow,4,VPN,MGMT,N/A,N/A,"any,192.168.23.144/28",False,any,False,192.168.100.224/27,False,any,N/A,any,any,always,True,N/A,any,any,N/A,
paloalto,dd0ea1d6-2755-407e-8313-dcfe9e55c5e6,VPN inbound from ERP system,42,True,allow,4,VPN,any,N/A,N/A,"192.168.23.222/32,192.168.23.124/32",False,any,False,any,False,80,N/A,tcp,HTTP,always,True,N/A,any,jane.doe,N/A,
paloalto,e1c96aa3-acf4-4df2-a3e2-36c4fd7e351c,Publish DMZ for MGMT,43,True,deny,4,MGMT,DMZ,N/A,N/A,192.168.100.128/26,False,any,False,172.16.10.220/32,False,389,N/A,tcp,LDAP,always,False,N/A,any,support.user,N/A,
paloalto,70919475-a048-415d-b529-3f1e23b25746,Mail server outbound to WAN,44,True,allow,4,LAN,WAN,N/A,N/A,192.168.230.101/32,False,any,False,any,False,5432,N/A,tcp,PostgreSQL,always,True,N/A,any,any,N/A,
paloalto,0c8f32da-0cc1-4411-b154-b21ee70d379e,VPN connection to WAN,45,True,deny,4,VPN,WAN,N/A,N/A,192.168.23.224/28,False,any,False,193.205.52.79/32,False,69,N/A,udp,TFTP,always,True,N/A,any,admin,N/A,
paloalto,1cd844f7-ded1-4455-82c4-d7205e2f06d9,Drop Management to LAN,46,True,allow,4,DMZ,LAN,N/A,N/A,172.16.10.125/32,False,any,False,192.168.52.0/22,False,20-21,N/A,tcp,FTP,always,True,N/A,Business,db.admin,N/A,Temp rule pending review
paloalto,b54feba9-fe13-4f05-8325-7123daeef607,any inbound from LAN,47,True,allow,6,any,LAN,N/A,N/A,any,False,any,False,fd82:7b21:c59a:1:665f:6272:6281:adbd/128,False,23,N/A,tcp,Telnet,always,True,N/A,any,any,N/A,
paloalto,d73f56ed-88f3-4248-a4db-3bd39843550d,Inspect Mail server traffic to any,48,True,allow,4,WAN,any,N/A,N/A,22.150.177.87/32,False,any,False,93.104.70.10/32,False,636,N/A,tcp,LDAPS,always,True,N/A,any,any,N/A,
paloalto,fa6427fd-d268-49fe-b2b0-99b5c657fb9f,WAN to LAN,49,True,allow,4,WAN,LAN,N/A,N/A,any,False,any,False,192.168.67.150/32,False,389,N/A,tcp,LDAP,always,False,N/A,Business,"admin,backup.user,web.admin",N/A,
paloalto,9da256fc-11d7-44e8-a411-61303eac6a3c,WAN access to NTP Server,50,True,allow,4,WAN,any,N/A,N/A,64.252.157.10/32,False,any,False,19.108.97.247/32,True,27017,N/A,tcp,MongoDB,always,True,N/A,any,any,N/A,Allow for SSL inspection bypass
paloalto,60a050fd-977c-41d0-af3d-7caf40467d7b,Block VPN to CCTV system,51,True,allow,4,VPN,WAN,N/A,N/A,192.168.23.16/28,False,any,False,176.212.203.227/32,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,True,N/A,Business,"cto,sysadmin,john.doe",N/A,
paloalto,eb375bf3-501e-4667-ba28-83d5b60890d3,Dev team inbound from Management network,52,True,allow,4,WAN,any,N/A,N/A,any,False,any,False,85.26.57.126/32,False,389,N/A,tcp,LDAP,always,True,N/A,Business,any,N/A,Emergency access — Apr 1
paloalto,da5b0086-87ba-473a-a90a-2cbd39ba3aff,Inspect WAN traffic to any,53,True,allow,4,WAN,any,N/A,N/A,any,False,any,False,"155.190.139.254/32,187.197.204.33/32",False,389,N/A,tcp,LDAP,always,True,N/A,any,john.doe,N/A,
paloalto,12c37ef9-d448-43e9-bba2-0c34d87e97f6,external partners access from Monitoring system,54,True,allow,4,MGMT,WAN,N/A,N/A,"192.168.100.176/28,192.168.100.35-192.168.100.39",False,any,False,any,False,69,N/A,udp,TFTP,always,True,N/A,Business,any,N/A,
paloalto,3059be42-8aff-4bcb-b26c-b299d45cef2d,Permit LAN to Mail Server,55,False,deny,4,LAN,any,N/A,N/A,192.168.84.0/24,False,any,False,183.73.15.162/32,False,443,N/A,tcp,HTTPS,always,False,N/A,Video/Audio,any,N/A,Approved by security team
paloalto,298b4a6f-8a8b-46f2-910e-5be25cd154df,Permit any to LAN,56,True,allow,4,any,LAN,N/A,N/A,16.250.250.36/32,False,any,False,192.168.0.0/18,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,False,N/A,any,any,N/A,
paloalto,550497cb-eb43-40e2-8d77-8b8e573a39ce,DMZ access from WAN,57,True,deny,both,WAN,DMZ,N/A,N/A,any,False,any,False,any,False,5900,N/A,tcp,VNC,always,True,N/A,P2P,web.admin,N/A,DO NOT DELETE — critical
paloalto,254452e4-8767-4f0c-84b3-a8ba45331bb6,Restrict Partners access to DMZ,58,True,allow,4,WAN,DMZ,N/A,N/A,any,False,any,False,172.16.10.178/32,False,any,N/A,icmp,ICMP-PING,always,True,N/A,any,any,N/A,Blocking known bad IPs
paloalto,f39020f0-c2e5-4c2b-af02-61a9381095f8,Block DB severs to Active Directory,59,True,allow,4,WAN,LAN,N/A,N/A,185.107.73.195/32,False,any,False,192.168.40.182-192.168.40.187,False,993,N/A,tcp,IMAP-SSL,always,False,N/A,P2P,any,N/A,Updated by it_ops on Nov 2
paloalto,9306de5d-7d29-4e8e-95e3-6e681cf74b07,HR department connection to WAN,60,True,allow,4,LAN,WAN,N/A,N/A,192.168.96.0/19,False,any,False,77.144.214.205/32,False,1433,N/A,tcp/udp,MSSQL,always,False,N/A,Business,"web.admin,infosec.officer",N/A,
paloalto,b6dd744a-2688-440e-81bf-b072fad96678,Restrict DMZ access to VPN Gateway,61,True,allow,4,LAN,DMZ,N/A,N/A,192.168.228.0/22,True,any,False,172.16.10.117/32,True,25,N/A,tcp,SMTP,always,True,N/A,any,any,N/A,Monitoring hook
paloalto,ec95ace7-bc98-45e7-8d3c-9178d704bb39,Inspect Backup agents traffic to any,62,True,allow,4,WAN,any,N/A,N/A,42.38.174.101/32,True,any,False,145.161.68.125/32,True,162,N/A,udp,SNMP-TRAP,always,True,N/A,any,"admin,backup.user,network.admin,user1",N/A,
paloalto,08af9d7c-1f18-4a30-bab1-05485f0ee9c5,Block VPN except to DMZ,63,False,deny,6,VPN,DMZ,N/A,N/A,fd82:7b21:c59a:23:632e:f686:92c2:6259/128,False,any,False,fd82:7b21:c59a:10:638:d195:947f:9a53/128,False,5432,N/A,tcp,PostgreSQL,always,True,N/A,Video/Audio,any,N/A,
paloalto,4a4089db-821a-433d-93c0-9e70e38acd33,Internet access from Branch office,64,True,deny,4,MGMT,WAN,N/A,N/A,"192.168.100.31/32,192.168.100.224/27",False,any,False,210.151.37.230/32,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,True,N/A,Game,any,N/A,
paloalto,2ce0d907-454a-4b35-b23d-7903dfd3b2cc,Deny VPN users from DNS Server,65,False,deny,4,WAN,any,N/A,N/A,47.7.186.176/32,False,any,False,any,False,389,N/A,tcp,LDAP,always,False,N/A,any,"backup.user,it.admin,test.user",N/A,Blocking known bad IPs
paloalto,8d49cc36-2be7-4302-ba37-1ea889812330,Allow Monitoring system connect to WAN,66,True,allow,4,DMZ,WAN,N/A,N/A,172.16.10.175/32,False,any,False,165.63.248.224/32,False,445,N/A,tcp,SMB,always,False,N/A,any,john.doe,N/A,
paloalto,5872665a-f6d5-486e-ae3f-07ebbd8b93d9,LAN to SAP servers except DB Server,67,True,allow,4,LAN,VPN,N/A,N/A,192.168.114.174/32,False,any,False,any,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,True,N/A,any,any,N/A,
paloalto,35226fc0-f3e3-4ea8-8d41-d5c536ec182b,Allow Support team connect to DMZ,68,True,allow,4,WAN,DMZ,N/A,N/A,116.97.223.8/32,False,any,False,"172.16.10.144/28,172.16.10.160/28",True,8080,N/A,tcp,HTTP-ALT,always,False,N/A,any,any,N/A,VPN fallback rule
paloalto,db72756f-29a2-4e39-947b-fa5548f42bb5,Inspect IoT devices traffic to VPN,69,True,allow,4,DMZ,VPN,N/A,N/A,172.16.10.253/32,False,any,False,192.168.23.153/32,False,53,N/A,tcp/udp,DNS,always,False,N/A,Business,noc.operator,N/A,
paloalto,5b5c35f6-0f61-43be-8ece-45c830604207,Allow any to Monitoring,70,True,allow,both,any,any,N/A,N/A,any,False,any,False,any,False,5060,N/A,tcp/udp,SIP,always,False,N/A,any,"cto,sysadmin",N/A,
paloalto,173c8324-3f10-47f9-ab94-f17c17d511a3,any to Monitoring except Backup servers,71,True,allow,4,any,MGMT,N/A,N/A,any,False,any,False,192.168.100.64/26,False,3389,N/A,tcp,RDP,always,False,N/A,Social-Media,manager,N/A,Annual review pending
paloalto,89f782ab-e41f-4b76-a2ae-79219d6cadab,Publish DMZ in Internet,72,True,allow,4,LAN,DMZ,N/A,N/A,"192.168.243.0/24,192.168.95.243/32",False,any,False,172.16.10.16/28,False,any,N/A,any,any,always,False,N/A,any,any,N/A,
paloalto,b6f196b0-cf2c-4bdc-9d36-03c4663fc690,Guest network to all servers except DB Server,73,True,deny,4,VPN,any,N/A,N/A,"192.168.23.0/25,192.168.23.240/28",False,any,False,133.64.189.19/32,False,53,N/A,tcp/udp,DNS,always,True,N/A,any,any,N/A,
paloalto,5d184fc6-0a1c-48c1-8beb-ffc7b952664e,DB servers to DNS Server,74,True,allow,4,VPN,VPN,N/A,N/A,192.168.23.1-192.168.23.21,False,any,False,192.168.23.56/32,False,443,N/A,tcp,HTTPS,always,True,N/A,P2P,any,N/A,
paloalto,848bda5c-0187-4f19-9cd4-a8d228ac4102,DMZ inbound from LAN,75,True,allow,4,DMZ,LAN,N/A,N/A,172.16.10.112/28,False,any,False,"192.168.104.0/22,192.168.232.0/21",False,any,N/A,icmp,ICMP-PING,always,False,N/A,Business,any,N/A,Review in Q3 2024
paloalto,30c6ecbb-49b5-4b6f-bdd7-06dd4f71fb02,Publish WAN for Monitoring system,76,True,deny,both,any,WAN,N/A,N/A,any,False,any,False,any,False,53,N/A,tcp/udp,DNS,always,False,N/A,Social-Media,any,N/A,Requested by Finance
paloalto,61ce424a-ee67-4fa5-a9da-d2103bf64235,any outbound to printer network,77,True,allow,both,any,MGMT,N/A,N/A,any,False,any,False,any,False,389,N/A,tcp,LDAP,always,True,N/A,any,ops.engineer,N/A,Blocking known bad IPs
paloalto,d8b4bb67-49c4-4acd-8c22-32f34640fef3,Remote users outbound to Management network,78,True,allow,4,VPN,MGMT,N/A,N/A,192.168.23.206/32,True,any,False,192.168.100.0/25,True,636,N/A,tcp,LDAPS,always,True,N/A,Business,any,N/A,
paloalto,51036d5d-995e-4436-86cb-4f66dee193b0,Block any except to CCTV system,79,True,allow,both,any,VPN,N/A,N/A,any,False,any,False,"192.168.23.76/32,fd82:7b21:c59a:23::/64",False,any,N/A,any,any,always,True,N/A,Video/Audio,"backup.user,network.admin,user1,admin",N/A,Review in Q2 2024
paloalto,b1e5f6d9-60b5-45fb-aee2-496ec1ee1b67,Permit IoT devices to MGMT,80,False,allow,4,WAN,MGMT,N/A,N/A,any,False,any,False,192.168.100.201/32,True,9200,N/A,tcp,Elasticsearch,always,True,N/A,any,any,N/A,
paloalto,50ead613-6861-4636-a447-91c72a1f5634,Finance team inbound from DMZ,81,True,allow,4,any,DMZ,N/A,N/A,any,False,any,False,172.16.10.62/32,False,8443,N/A,tcp,HTTPS-ALT,always,True,N/A,any,any,N/A,
paloalto,5668c651-34bb-436e-83bb-6c3b914abfc5,Finance team reach CCTV system,82,True,allow,both,MGMT,WAN,N/A,N/A,any,False,any,False,any,False,161,N/A,udp,SNMP,always,False,N/A,any,any,N/A,
paloalto,065db642-84e9-4157-87d5-f9d3fbf20935,Allow Partners connect to internal network,83,True,allow,4,MGMT,VPN,N/A,N/A,any,False,any,False,192.168.23.52/32,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,False,N/A,any,any,N/A,Added per ticket #6820
paloalto,e1df47e2-7678-4133-94de-3745187eea5b,LAN to SAP servers except Backup servers,84,True,deny,4,LAN,WAN,N/A,N/A,"192.168.144.42-192.168.144.52,192.168.104.143/32",False,any,False,any,False,1812-1813,N/A,udp,RADIUS,always,True,N/A,Social-Media,"cto,sysadmin",N/A,Added per ticket #9813
paloalto,39c8b93e-df4e-4c5d-8642-c6cd8defc644,Drop MGMT to Dev environment,85,True,allow,4,MGMT,any,N/A,N/A,192.168.100.19/32,False,any,False,217.122.29.214/32,True,8000-8999,N/A,tcp,HTTP-RANGE,always,True,N/A,P2P,helpdesk,N/A,
paloalto,c3893b75-bc5b-4f9a-9284-840a76814ecf,any  outbound to DMZ,86,True,deny,4,any,DMZ,N/A,N/A,"184.228.174.50/32,151.74.120.24/32",False,any,False,172.16.10.128/26,False,8080,N/A,tcp,HTTP-ALT,always,False,N/A,any,any,N/A,
paloalto,1fc7140d-864c-4125-9980-07a3201b1c29,Remote users access to WAN,87,True,allow,4,VPN,WAN,N/A,N/A,192.168.23.192/26,False,any,False,47.85.100.140/32,False,any,N/A,ip,IPSec-ESP,always,True,N/A,Game,any,N/A,
paloalto,ad43858c-b54f-4eae-9776-b411402d8e35,WAN to DMZ except DB Server,88,True,deny,4,WAN,DMZ,N/A,N/A,"56.204.73.206/32,66.225.33.199/32",False,any,False,172.16.10.0/28,False,1024-65535,N/A,tcp/udp,HIGH-PORTS,always,False,N/A,any,john.doe,N/A,
paloalto,e411e71f-033b-4ac9-9a7a-cc466d1f344e,Restrict DMZ access to VPN 2,89,True,deny,4,DMZ,VPN,N/A,N/A,172.16.10.64/28,False,any,False,any,False,20-21,N/A,tcp,FTP,always,False,N/A,Business,"backup.user,it.admin,test.user",N/A,
paloalto,a74a9661-2c2b-4be5-a3b2-1f14daea8aae,Restrict WAN access to NTP Server,90,True,allow,4,WAN,MGMT,N/A,N/A,139.94.224.215/32,True,any,False,any,False,8443,N/A,tcp,HTTPS-ALT,always,True,N/A,any,any,N/A,
paloalto,eb28a101-70f9-439a-ae87-7b32c099277f,MGMT to Monitoring,91,True,allow,4,MGMT,MGMT,N/A,N/A,192.168.100.166/32,False,any,False,192.168.100.112/28,False,25,N/A,tcp,SMTP,always,True,N/A,any,admin,N/A,
paloalto,2a7620f4-1355-49ec-aeca-7fbc4e487640,Drop DMZ to VPN,92,True,allow,4,DMZ,VPN,N/A,N/A,172.16.10.175-172.16.10.177,False,any,False,192.168.23.136/32,False,any,N/A,any,any,always,False,N/A,any,any,N/A,
paloalto,9114987d-a328-48db-bb72-7ef4030a1a01,Allow VPN to LAN,93,True,allow,4,VPN,LAN,N/A,N/A,192.168.23.135/32,False,any,False,192.168.58.94/32,False,636,N/A,tcp,LDAPS,always,False,N/A,Game,any,N/A,
paloalto,06087c44-6ef4-4e67-b79a-841d17618e6f,Publish MGMT in Ineternet,94,True,deny,4,LAN,MGMT,N/A,N/A,192.168.58.8/32,False,any,False,192.168.100.208/28,False,443,N/A,tcp,HTTPS,always,True,N/A,any,"backup.user,network.admin,user1",N/A,
paloalto,72cb63dd-3952-41f8-8589-e0a727554a35,Inspect Branch office traffic to Internet,95,False,allow,4,DMZ,WAN,N/A,N/A,any,False,any,False,144.146.220.224/32,False,443,N/A,tcp,HTTPS,always,False,N/A,any,any,N/A,
paloalto,465c9931-20c5-412e-bc03-e5fccf5c9f6b,Drop WAN to DMZ,96,True,allow,4,WAN,DMZ,N/A,N/A,"95.117.26.157/32,48.217.66.191/32",False,any,False,172.16.10.253/32,False,53,N/A,tcp/udp,DNS,always,True,N/A,any,"admin,backup.user",N/A,Requested by Finance
paloalto,5349f830-24c9-4546-852b-ab212b36baee,Deny Management from Management network,97,True,allow,4,DMZ,MGMT,N/A,N/A,172.16.10.182-172.16.10.190,False,any,False,192.168.100.233/32,False,636,N/A,tcp,LDAPS,always,True,N/A,Proxy,user1,N/A,Blocking known bad IPs
paloalto,99c40fc3-9540-4ea3-816a-9847d059398a,Publish WAN in Internet,98,True,allow,4,DMZ,WAN,N/A,N/A,172.16.10.24-172.16.10.32,False,any,False,137.145.118.235/32,False,5060,N/A,tcp/udp,SIP,always,True,N/A,Social-Media,"cto,sysadmin",N/A,
